X,Depth,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
146.25,10.13,64.76,63.28,63.5,67.86,69.03,66.89,61.86,63.89,74.65,63.92,63.2
147.75,10.13,66.03,63.78,64.28,67.01,67.9,66.55,62.19,63.42,74.63,64.79,63.1
149.25,10.13,69.14,66.4,66.6,68.08,68.96,68.09,64.55,65.45,76.95,67.98,65.56
150.75,10.13,75.28,71.86,72.03,72.58,73.53,73.05,70.19,71.2,83.24,74.32,71.51
152.25,10.13,84.15,79.72,79.93,79.94,81.21,81.25,78.83,79.94,92.69,82.9,80
153.75,10.13,92.65,87.59,87.69,87.86,89.35,89.8,87.54,89.03,101.77,91.21,88.48
155.25,10.13,102.89,98.46,98.09,97.23,99.06,99.67,96.87,99.03,111.58,101.47,97.16
156.75,10.13,118.21,117.12,114.51,108.45,110.74,111.4,106.63,109.53,122.56,116.45,105.27
26.25,11.82,212.98,269.21,285.43,482.8,319.83,441.62,359.82,377.84,193.38,290.13,441.74
27.75,11.82,197.76,225.38,241.48,413.02,247.72,389.71,350.95,353.28,156.09,238.36,388.28
29.25,11.82,176.73,195.04,199.77,348.26,196.38,335.34,324.64,319.74,127.35,198.07,328.88
30.75,11.82,156.3,174.09,163.57,284.56,155.86,277.95,285.87,278.04,104.32,165.19,266.43
32.25,11.82,139.92,156.69,134.31,221.5,124.86,218.96,240.97,230.63,86.22,137.28,202.7
33.75,11.82,128.21,144.91,110.53,167.6,101.77,167.5,202.43,189.4,70.74,116.83,155.61
35.25,11.82,123.76,138.96,96.51,134.91,86.13,136.11,173.5,156.66,59.36,109.72,138.66
36.75,11.82,125.48,144.24,94.65,122,79.55,125.76,153.28,136.56,53.17,109.1,129.57
38.25,11.82,131.19,154.21,99.95,113.97,84.07,118.92,141.9,125.36,52.77,110.63,125.66
39.75,11.82,133.94,172.37,114.97,109.61,94.5,117.38,147.01,124.39,58.26,116.33,128.95
41.25,11.82,145,194.49,129.59,111.63,111.89,121.12,179.51,131.36,75.48,134.91,138.75
42.75,11.82,163.57,206.28,145.22,119.62,132.42,130.6,186.06,133.83,116.8,162.67,153.29
44.25,11.82,181.78,235.77,163.96,134.33,145.24,144.47,179.27,134.79,177.5,178.87,155.82
45.75,11.82,211.7,256.71,173.86,138.99,150.62,145.57,165.77,136.12,240.1,185.58,153.4
47.25,11.82,227.07,269.66,192.37,136.27,143.18,139.62,164.44,135.73,279.25,186.58,151.17
48.75,11.82,235.69,276.7,202.94,137.91,143.33,137.62,171.43,147.68,288.2,183.31,152.44
50.25,11.82,247.62,284.7,213.55,143.32,152.94,139.9,182.65,160.35,276.9,189.34,166.32
51.75,11.82,268.72,309.14,238.68,163.72,173.92,156.2,204.96,183.77,269.49,198.63,188.63
53.25,11.82,307.6,362.58,280.75,194.58,215.12,181.83,238.23,219.03,282.55,223.49,224.36
54.75,11.82,373.14,433.42,341.12,242.4,273.42,225.09,288.46,268.6,317.41,272.31,271.09
56.25,11.82,436.4,501.85,407.18,304.23,348.18,283.7,353.99,327.18,352.34,334.9,320.69
57.75,11.82,448.25,503.63,413.31,349.79,399.77,331.47,406.64,362.81,339.87,361.06,338.25
59.25,11.82,360.9,376.7,320.47,318.17,355.17,312.91,390.44,322.76,256.64,297.66,280.91
60.75,11.82,209.28,198,184.1,200.94,220.92,207.74,283.17,210.37,148.39,173.18,166.8
62.25,11.82,94.99,83.33,85.82,90.99,99.26,98.96,151.28,105.31,69.61,80.04,76.99
63.75,11.82,39.06,32.92,37.16,35.64,38.59,39.92,64.9,45.7,29.45,34.38,32.46
65.25,11.82,16.24,13.58,16.66,14.66,15.93,16.58,26.41,19.8,12.94,15.46,14.49
66.75,11.82,7.74,6.58,8.57,7.64,8.44,8.53,12.11,10.03,7.09,8.23,7.93
68.25,11.82,5.22,4.45,6.02,5.96,6.85,6.4,7.55,6.89,6.22,6.05,6.18
69.75,11.82,5.65,5.04,6.77,7.33,9.02,7.54,7.51,7.41,9.15,6.84,7.4
71.25,11.82,9.4,8.8,11.13,12.79,16.79,12.76,11.5,12.27,18.73,11.28,13.09
72.75,11.82,19.66,19.58,22.83,27.03,35.86,26.53,23.14,25.43,42.79,22.9,28.53
74.25,11.82,44.49,47.29,50.44,60.24,78.25,58.6,51.23,56.71,95.84,49.16,64.91
75.75,11.82,98.12,109.83,109,128.83,161.31,125.09,111.72,122.28,195.62,102.67,139.7
77.25,11.82,189.39,215.73,207.46,239.78,287.6,234.32,214.08,229.45,340.63,190.84,255.91
78.75,11.82,312.89,349.74,337.56,380.04,436.47,375.3,349.93,365.96,512.71,308.69,392.28
80.25,11.82,438.19,470.79,462.9,507.85,560.36,506.77,479.34,492.23,675.03,429.81,504.34
81.75,11.82,535.44,545.64,547.55,581.74,618.52,584.42,560.14,567.78,784.8,521.45,559.76
83.25,11.82,587.05,577.26,580.67,593.9,609.34,598.26,578.1,586.17,813.21,571.25,565.68
84.75,11.82,594.57,577.87,577.3,566.96,561.23,568.79,553.15,563.96,759.39,581.03,544.07
86.25,11.82,574.94,572.94,557.87,531.67,508.74,529.95,515.81,530.13,652.67,568.02,523.22
87.75,11.82,548.19,574.13,537.73,507.84,470.19,500.83,487.23,501.68,539.22,546.11,514.78
89.25,11.82,518.75,573.41,514.23,489.77,443.03,479.04,463.47,476.92,443.98,517.8,510.6
90.75,11.82,480.14,555.47,481.13,466.07,416.29,453.37,435.95,446.13,368.14,478.03,495.04
92.25,11.82,428.78,507.51,432.33,428.17,382.82,417.04,397.1,404.89,305.8,426.08,459.82
93.75,11.82,361.06,432.51,369.99,376.72,340.22,368.34,344.52,353.24,251.11,363.12,404.92
95.25,11.82,287.68,341.78,299.54,316.7,290.91,311.94,283.78,294.51,202.18,294.41,337.23
96.75,11.82,218.93,255.18,231.23,254.86,238.24,252.15,223.89,233.95,159.75,227.64,266.22
98.25,11.82,161.01,183.65,170.57,194.93,185.35,192.73,169.68,177.35,124.36,169.98,200.44
99.75,11.82,114.88,128.55,121.38,140.14,135.04,137.71,122.17,127.56,95.19,123.09,143.53
101.25,11.82,79.02,86.59,82.5,93.09,90.82,91.42,82.15,85.81,70.3,85.03,96.04
102.75,11.82,51.29,55.23,52.74,57.45,56.58,56.67,52.03,53.99,48.49,54.93,59.71
104.25,11.82,31.62,33.36,32.05,34.11,33.8,33.9,32.17,33.01,30.85,33.53,35.63
105.75,11.82,20.1,20.59,20.03,21.34,21.1,21.37,21.23,21.47,19.18,20.86,22.31
107.25,11.82,15.7,15.52,15.21,16.5,16.09,16.66,17.4,17.28,13.86,15.65,17.22
108.75,11.82,17.95,17.1,16.7,18.36,17.53,18.6,20.31,19.72,14.37,16.92,19.09
110.25,11.82,30.4,27.86,27.02,29.51,27.71,29.92,33.65,31.99,22.71,27.15,30.69
111.75,11.82,64.39,56.53,55.12,59.04,55.1,59.71,68.35,63.99,47.05,55.24,61.53
113.25,11.82,137.12,115.76,115.8,121.34,114.1,122.45,141.65,131.25,103.56,116.2,126.67
114.75,11.82,243.43,200.36,210.65,216.76,208.35,218.91,254.02,234.91,202.11,212.47,226.21
116.25,11.82,314.97,259.11,290.95,296.67,294.86,301.45,347.35,324.36,302.4,295.76,308.4
117.75,11.82,292.2,245.15,293.24,301.04,310.07,308.88,350.66,332.58,327.24,299.92,309.21
119.25,11.82,214.34,184.53,231.21,242.89,257.81,251.52,281.36,269.68,271.58,236.83,244.38
120.75,11.82,141.97,124.23,160.19,174.14,189.16,181.3,201.76,193.12,194.37,163.49,171.06
122.25,11.82,94.71,83.38,108.75,122.73,135.71,127.89,142.99,135.93,134.06,110.66,118.54
123.75,11.82,68.5,59.9,78.68,91.08,102.11,94.76,107.32,100.9,96.85,79.44,87.54
125.25,11.82,55.26,47.82,63.07,73.42,83.13,76.56,87.23,81.73,76.73,63.2,71.33
126.75,11.82,49.65,42.58,56.42,64.45,73.13,67.32,76.36,71.83,67.59,55.92,63.39
128.25,11.82,48.81,41.83,55.07,60.3,68.24,63.14,70.52,66.77,65.42,54.12,59.66
129.75,11.82,50.96,44.35,56.91,58.81,65.98,61.27,66.76,64.09,67.8,55.88,57.94
131.25,11.82,55,49.38,60.64,58.33,64.97,60.2,63.82,62.02,73.13,59.51,56.74
132.75,11.82,59.54,56.21,64.87,58.24,64.48,59.55,61.22,60.35,79.76,64.02,55.9
134.25,11.82,62.89,62.84,68.15,58.14,63.86,58.75,58.92,58.7,85.41,67.85,55.07
135.75,11.82,64.12,67.43,69.4,57.92,63.14,57.95,56.7,57.16,87.93,69.7,54.39
137.25,11.82,63.43,68.67,68.25,57.66,62.46,57.12,54.78,55.64,86.45,68.86,53.76
138.75,11.82,61.31,66.63,65.06,57.26,61.83,56.37,53.37,54.43,81.89,65.93,53.23
140.25,11.82,58.68,62.43,61,57.03,61.29,55.86,52.51,53.79,75.89,61.94,52.9
141.75,11.82,56.17,57.75,57.25,57.08,60.91,55.82,52.24,53.73,70.32,58.03,52.89
143.25,11.82,54.41,54.13,54.68,57.18,60.48,56.05,52.22,53.89,66.48,55.19,53
144.75,11.82,53.89,52.17,53.46,57.07,59.82,56.2,52.09,53.89,64.81,53.84,53.03
146.25,11.82,54.61,52.02,53.64,57.09,59.37,56.64,52.26,54.11,65.33,54.13,53.43
147.75,11.82,56.5,53.17,54.83,57.55,59.6,57.54,53.18,54.83,67.54,55.64,54.38
149.25,11.82,59.94,56.28,57.65,59.77,61.7,60.14,55.93,57.57,70.99,59.01,57.37
150.75,11.82,66.82,62.91,63.79,65.11,66.95,65.97,61.82,63.69,77.98,65.84,63.59
152.25,11.82,82.14,78.13,77.4,76.73,78.62,78.76,74.43,76.76,93.01,80.64,76.33
30.75,13.68,173.6,187.47,223.38,334.1,219.43,330.31,296.83,329.75,123.28,203.32,359.38
32.25,13.68,165.4,164.49,195.1,265.7,190.63,265.27,262.3,288.79,129.3,180.34,279.24
33.75,13.68,158.28,153.77,173.71,222.41,168.25,223.91,242.04,259.25,122.85,163.63,233.39
35.25,13.68,155.38,151.27,160.33,194.73,150.12,197.91,230.98,235.19,111.36,155.43,213.21
36.75,13.68,158.97,164.34,158.91,181.94,136.81,188.66,232.9,220.92,97.39,151.38,204.53
38.25,13.68,169.65,185.04,166.74,171.55,137.55,180.86,231.92,207.99,92.36,150.41,198.23
39.75,13.68,179.74,213.17,186.51,165.15,148.36,178.47,242.03,203.57,99.04,155.09,198.84
41.25,13.68,197.43,244.24,206.05,166.34,168.43,182.8,273.68,207.34,122.92,172.98,206.66
42.75,13.68,220.27,263.2,225.48,175.12,192.47,194.65,279.97,207.53,175.72,200.79,220.06
44.25,13.68,237.73,294.1,245.02,192.36,207.54,212.24,272.91,207.54,254.72,219.65,223.25
45.75,13.68,264.71,319.84,253.57,201.46,214.87,217.43,260.39,210.18,349.94,230.83,222.99
47.25,13.68,284.04,343.43,270,203.9,211.81,214.87,262.69,213.22,442.67,237.66,224.02
48.75,13.68,305.26,370.36,285.07,211.37,218.89,216.28,276.89,232.01,523.63,243.62,229.18
50.25,13.68,340.2,410.6,308.49,224.17,239.43,223.19,299.08,255.34,598.96,264.54,248.73
51.75,13.68,396.05,477.75,354.27,254.73,275.51,246.64,332.84,289.52,684.31,296.75,274.78
53.25,13.68,477.76,575.13,423.83,297.97,337.44,280.24,374.24,332.15,788.69,349.28,307.67
54.75,13.68,579.74,672.6,508.75,355.09,416.03,328.52,423.9,379.83,875.67,422.64,338.25
56.25,13.68,647.22,722.76,574.53,414.87,497.76,382.94,472.83,421.49,852.02,492.65,356.48
57.75,13.68,608.42,646.93,534.98,440.81,529.48,413.7,489.75,426.35,669.82,492.77,339.53
59.25,13.68,438.77,428.85,377.42,378.37,440.72,370.95,432.78,354.89,405.16,377.15,267.72
60.75,13.68,233,208.58,202.14,235.37,264.14,245.14,301.11,226.68,196.73,205.68,160.3
62.25,13.68,100.14,84.37,89.9,107.52,118.59,118.17,161.08,114.98,83.47,90.2,77.22
63.75,13.68,39.2,31.77,36.99,42.76,46.7,48.47,71.58,51.2,33.81,36.53,33.93
65.25,13.68,15.07,11.92,15.19,17.39,18.98,19.96,30.08,22.39,14.39,14.99,15.19
66.75,13.68,6.18,4.83,6.67,8.24,9.1,9.41,13.36,10.67,7.19,6.77,7.62
68.25,13.68,3.18,2.43,3.59,5.09,5.84,5.68,7.05,6.1,5.09,3.8,4.76
69.75,13.68,2.42,1.9,2.88,4.45,5.54,4.78,5.04,4.77,5.74,3.07,4.1
71.25,13.68,3.13,2.6,3.71,5.64,7.8,5.83,5.34,5.66,9.94,4,5.4
72.75,13.68,6.33,5.8,7.43,10.11,14.57,10.12,8.57,9.67,21.85,7.96,10.49
74.25,13.68,16.35,16.58,18.82,22.78,32.21,22.21,18.34,21.27,50.73,19.32,24.9
75.75,13.68,44.02,47.64,49.25,54.28,73.05,52.25,44.05,50.51,110.09,48.25,60.67
77.25,13.68,106.75,118.09,116.05,119.48,151.31,115,100.81,112.17,208.78,109.69,132.73
78.75,13.68,221.11,241.67,233.46,228.99,272.58,221.96,202.86,218.23,345.46,216.6,248.33
80.25,13.68,384.72,407.69,393.74,373.86,418.73,365.45,346.68,362.45,505.46,365.41,393.18
81.75,13.68,573.15,583.9,566.33,524.32,552.89,515.29,505.59,517.33,658.47,531.59,537.48
83.25,13.68,748.92,744.92,716.9,650.65,645.86,640.04,644.21,653.44,766.18,685.59,660.49
84.75,13.68,880.13,875.05,827.51,741.16,692.59,725.23,741.29,752.12,800.36,803.22,756.47
86.25,13.68,950.69,975.57,891.96,799.14,705.08,774.98,792.82,809.82,750.74,874.26,832.38
87.75,13.68,964.12,1043.3,912.57,831.15,696.34,796.03,805.66,828.44,642.95,896.2,889.51
89.25,13.68,925.23,1060.5,885.96,825.99,666.81,783.25,775.61,802.92,519.94,867.19,908.31
90.75,13.68,834.06,1003.4,809.1,768.79,609.62,725.53,699.21,727.17,408.94,785.83,860.91
92.25,13.68,702.02,867.12,688.06,661.46,526.53,626.33,585.65,612.07,316.68,665.15,746.1
93.75,13.68,547.09,684.25,544.95,528.37,429.1,504.42,456.21,481.14,242.24,526.02,593.25
95.25,13.68,399.12,496.42,403.31,396.21,331.53,382.82,333.7,356.16,183.83,390.58,438.69
96.75,13.68,276.54,338.81,282.46,281.89,243.45,275.26,232.27,249.95,139.17,274.75,305.7
98.25,13.68,184.63,222.03,188.37,190.65,169.69,187.39,155.06,167.37,105.08,185.55,202.86
99.75,13.68,119.91,141.39,121.04,122.63,111.95,120.68,99.38,107.38,78.59,121.22,128.88
101.25,13.68,76.24,87.79,75.25,75.15,70.09,74.2,61.44,66.33,57.41,76.54,78.51
102.75,13.68,47.69,53.57,45.73,45.03,42.63,44.7,37.83,40.38,40.37,47,46.74
104.25,13.68,30.36,33.09,28.26,27.84,26.56,27.79,24.58,25.7,27.66,29.23,28.73
105.75,13.68,21.53,22.53,19.47,19.51,18.57,19.52,18.46,18.8,19.8,20.13,20.06
107.25,13.68,19.38,19.35,17,17.44,16.4,17.5,17.77,17.62,16.95,17.46,17.91
108.75,13.68,24.14,23.1,20.56,21.49,19.89,21.56,23.26,22.45,19.56,20.92,22.05
110.25,13.68,40.68,37.45,33.77,35.4,32.48,35.53,39.88,37.73,30.78,34.2,36.46
111.75,13.68,82.42,73.15,67.16,69.7,63.97,70,80.22,75.14,59.48,68.04,72.32
113.25,13.68,171.54,148.15,139.95,142.9,132.45,143.78,165.99,155.14,122.61,142.4,149.5
114.75,13.68,313.61,266.49,264.28,265.61,251.3,268.55,309.08,290.56,234.08,270.99,279.8
116.25,13.68,438.39,371.17,395.78,394.47,385.17,402.35,457.75,436.15,362.85,409.36,416.36
117.75,13.68,441.48,375.62,435.65,437.56,443.5,451.21,505.03,488.74,422.13,452.87,457.67
119.25,13.68,338.81,290.35,362.59,373.4,392.23,388.64,429.69,418.77,374.75,376.3,382.31
120.75,13.68,224.24,192.87,253.57,270.83,293.08,283.22,313.22,303.38,277.92,261.29,270.24
122.25,13.68,144.14,124.05,167.53,185.93,205.84,194.5,217.68,208.14,191.12,171.42,182.17
123.75,13.68,98.02,83.99,114.92,131.14,147.38,136.9,156.04,146.93,133.18,116.49,127.71
125.25,13.68,73.52,62.73,86.17,99.16,112.25,103.49,119.42,111.47,99.61,86.57,97.32
126.75,13.68,61.61,52.6,72.03,81.36,91.9,84.85,98.04,91.44,82.3,71.57,80.73
128.25,13.68,57.34,49.56,66.53,71.58,80.14,74.58,85.24,79.86,75.31,65.53,71.53
129.75,13.68,58.04,51.73,66.41,66.36,73.17,68.66,76.78,72.79,75.04,65.26,66.17
131.25,13.68,62.1,58.21,69.79,63.38,68.84,64.84,70.61,67.73,79.32,68.53,62.55
132.75,13.68,67.87,68.27,74.85,61.57,66,62.26,65.83,63.97,86.03,73.93,60.03
134.25,13.68,72.86,79.18,79.41,60.25,63.77,60.13,62.01,60.92,92.2,79.24,58.11
135.75,13.68,74.86,86.85,81.27,59.11,61.97,58.39,58.73,58.4,94.47,81.85,56.6
137.25,13.68,73.25,87.65,79.14,58.13,60.69,57,56.16,56.32,91.17,80,55.41
138.75,13.68,68.8,81.64,73.54,57.29,59.87,56.04,54.49,54.91,83.66,74.49,54.63
140.25,13.68,63.41,72.01,66.67,57.08,59.67,55.79,53.83,54.53,74.46,67.38,54.55
141.75,13.68,59.14,63.16,61.14,58.23,60.61,57.03,54.75,55.72,66.55,61.31,55.88
143.25,13.68,57.64,58.59,58.82,60.46,62.36,59.45,56.81,58.05,62.4,58.5,58.32
144.75,13.68,57.31,56.58,57.74,61.11,62.64,60.36,57.36,58.8,61.41,57.36,59.14
146.25,13.68,57.92,56,57.44,61.03,62.36,60.73,57.23,58.87,63.02,57.44,59.28
147.75,13.68,58.87,55.36,56.7,59.5,61.07,60,55.73,57.62,67.9,57.76,57.96
35.25,15.72,203.91,151.07,251.59,231.89,281.84,229.81,192.22,280.18,315.78,243.55,255.52
36.75,15.72,222.51,202.82,269.23,255.63,234.45,262.1,274.63,316,207.56,231.74,292.13
38.25,15.72,252.37,250.32,294.26,260.64,230.25,273.05,320.14,324.61,173.77,228.5,302.97
39.75,15.72,281.55,307.25,341.64,257.65,246.66,278.87,363.4,330.8,172.45,232.24,310.82
41.25,15.72,322.86,370.71,384.56,262.97,281.22,292.13,437.27,346.24,201.22,256.4,325.05
42.75,15.72,371.79,407.03,425.67,280.71,328.14,320.29,454.34,348.96,279.87,302.57,352.3
44.25,15.72,384.9,444.02,450.23,316.19,346.09,360.74,441.37,344.25,403.66,327.47,350.83
45.75,15.72,401.76,462.7,435.86,329.07,349.67,365.85,413.84,342.31,571.83,337.74,340.14
47.25,15.72,403.77,480.27,428.84,326.08,331.7,353.39,414.02,335.5,767.59,339.65,333.3
48.75,15.72,416.38,512.28,421.18,334.26,336.85,349.8,432.82,361.4,992.52,340.28,326.63
50.25,15.72,462.5,580.73,436.39,344.26,364.21,349.51,459.46,388.05,1292.8,370.84,347.05
51.75,15.72,560.22,710.95,498.43,384.47,409.42,377.49,497.53,424.61,1722.7,423.53,361.62
53.25,15.72,723.46,914.23,613.84,434.55,501.06,408.46,532.08,461.61,2353.5,520.3,376
54.75,15.72,956.08,1111.7,774.89,497.73,608.81,454.63,564.68,494.86,2985.4,663.55,375.99
56.25,15.72,1125.9,1229.3,942.42,563.01,721.99,506.41,595.06,516.51,2827.7,824.33,362.41
57.75,15.72,1066.1,1097,876.5,590.83,772.86,536.62,574.05,506.03,1892,862.34,324.74
59.25,15.72,709.82,651.11,560.41,505.5,635.61,484.3,477.69,402.84,848.05,657.37,256.64
60.75,15.72,316.98,265.01,259.36,313.1,355.65,327.99,322.3,247.98,307.52,301.67,154.95
62.25,15.72,116.35,93.12,100.69,132.73,145.94,148.29,170.47,123.64,107.42,110.34,75.56
63.75,15.72,40.64,31.51,37.22,49.22,53.19,56.74,76,54.58,39.01,38.96,33.47
65.25,15.72,13.83,10.44,13.55,18.59,19.84,21.74,31.66,23.28,15.44,13.99,14.53
66.75,15.72,4.67,3.45,4.86,7.78,8.2,9.1,13.11,10.16,6.74,5.2,6.49
68.25,15.72,1.74,1.18,1.86,3.82,4.09,4.41,5.7,4.7,3.82,2.12,3.14
69.75,15.72,0.82,0.55,0.96,2.33,2.76,2.62,2.84,2.53,3.29,1.1,1.78
71.25,15.72,0.75,0.51,0.86,1.97,2.95,2.13,1.88,2.05,5.05,1.02,1.61
72.75,15.72,1.6,1.32,1.9,3.05,5.06,3.13,2.43,2.91,11.63,2.29,3.14
74.25,15.72,5.78,5.8,6.78,8.15,12.97,7.87,5.78,7.39,30.09,7.43,9.35
75.75,15.72,21.8,23.72,24.65,24.98,36.4,23.48,18.16,22.42,69.94,24.97,29.73
77.25,15.72,69.4,76.1,75.08,69.1,91.49,64.89,54.28,63.15,139.06,71.97,81.17
78.75,15.72,178.83,191.66,184.9,160.12,194.41,151.7,136.72,151.08,239.42,171.93,182.53
80.25,15.72,376.36,389.11,371.72,309.42,345.39,296,284.42,301.55,373.24,342.43,341.03
81.75,15.72,665.06,661.25,628.93,507.83,520.72,488.14,498.49,511.37,526.73,580.64,546.94
83.25,15.72,1010.2,985.96,923.71,733.75,689.11,704.2,757.24,762.68,663.9,859.76,786.02
84.75,15.72,1345.1,1330.2,1212.1,968.35,832.07,921.2,1024.3,1026.9,751.39,1136.4,1050.4
86.25,15.72,1587.9,1661.4,1437.3,1194.6,941.56,1121.2,1249.8,1262,748.33,1358.2,1331.9
87.75,15.72,1691.1,1911.7,1549.6,1376,1003.3,1269.3,1377.3,1409.4,650.99,1473.7,1590.7
89.25,15.72,1638.5,1998,1521.7,1434.1,989.18,1305.9,1350.4,1403.6,510.29,1446,1718.2
90.75,15.72,1436.4,1850,1349.4,1303.9,879.87,1182.7,1157.8,1221.1,383.11,1271.5,1593
92.25,15.72,1139.4,1499.2,1079.3,1030,706.83,943.08,875.99,934.98,282.01,1012.5,1257.1
93.75,15.72,819.87,1081.2,788.53,730.97,523.81,680.47,601.66,650.69,206.48,739.61,874.96
95.25,15.72,547.61,711.59,533.87,484.06,366.22,459.99,386.64,424.22,152.89,503.74,562.58
96.75,15.72,347.53,442.94,341.73,305.66,243.67,295.83,237.37,263.13,116.17,324.84,343.63
98.25,15.72,213.96,267.48,208.86,185.23,154.69,181.6,140.75,156.78,89.71,201.72,202.07
99.75,15.72,129.61,158.98,123.82,108.37,94.04,106.73,81.1,90.6,69.62,121.92,115.32
101.25,15.72,78.4,93.75,71.89,61.68,55.28,61.1,45.95,51.48,53.56,72,64.37
102.75,15.72,47.98,55.93,41.63,35.42,32.38,35.34,26.89,29.68,40.38,42.15,36.12
104.25,15.72,30.96,34.97,25.39,21.91,20.21,21.97,17.59,18.79,30.25,25.95,21.91
105.75,15.72,23.19,24.97,18.21,16.17,14.87,16.16,14.22,14.63,23.9,18.71,16.11
107.25,15.72,22.53,22.93,17.24,15.87,14.37,15.83,15.42,15.33,22.29,17.68,15.91
108.75,15.72,29.72,28.92,22.61,21.7,19.34,21.58,22.78,21.95,26.57,23.05,21.84
110.25,15.72,51.85,48.64,39.58,38.97,34.61,38.78,43.1,40.66,41.04,40.21,39.57
111.75,15.72,110.55,99.98,83.91,83.14,74.25,82.92,94.38,88.63,77.28,85.47,85.74
113.25,15.72,252.99,224.97,192.79,189.01,170.45,189.32,216.22,204.15,160.84,197.67,198.11
114.75,15.72,535.73,474.95,421.25,403.6,370.16,407.41,460.02,440.82,326.71,437.64,429.96
116.25,15.72,868.18,770.74,740.84,692.01,654.52,707.44,781.87,767.1,556.98,781.86,746.9
117.75,15.72,929.3,819.49,893.51,832.74,822.82,864.13,930.77,936.38,698.61,950.81,894.8
119.25,15.72,679.27,590.37,728.55,699.62,723.8,733.88,778.66,788.52,628.59,769.57,730.01
120.75,15.72,406.01,348.04,465.8,469.94,504.85,494.31,528.39,526.17,448.36,483.81,472.09
122.25,15.72,235.46,200.6,277.84,294.8,325.4,309.03,338.89,329.29,288.84,284.97,289.46
123.75,15.72,147.61,125.1,175.19,193.18,215.93,201.22,227.9,215.9,187.58,177.55,188.9
125.25,15.72,104.14,88.18,123.37,138.47,154.8,143.79,166.62,155.39,131.47,123.86,137.41
126.75,15.72,83.61,71.38,98.81,109.36,120.71,113.15,132.3,122.81,103.11,98.01,110.56
128.25,15.72,76.24,66.7,89.2,93.44,101.13,96.45,112.12,104.32,91.29,87.7,95.9
129.75,15.72,77.72,71.36,89.04,84.96,89.36,86.79,98.94,93.15,90.1,87.47,87.39
131.25,15.72,86.1,85.43,96.02,80.22,82.16,80.74,89.79,85.32,96.75,94.21,81.67
132.75,15.72,99.4,110,107.67,77.65,77.68,76.99,83.1,79.91,108.53,106.53,77.99
134.25,15.72,112.56,140.55,119.73,76.03,74.44,74.08,78.18,75.85,120.5,120.47,75.54
135.75,15.72,118.21,163.37,125.96,74.42,71.75,71.67,73.82,72.51,124.84,128.35,73.49
137.25,15.72,112.66,161.31,120.43,72.26,69.57,69.31,70.04,69.3,116.47,122.8,71.23
138.75,15.72,99.71,138.04,106.09,70,68.03,67.41,67.7,67.06,101.05,108.12,69.49
140.25,15.72,85.27,107.85,89.59,69.18,67.88,66.92,67.17,66.8,83.5,90.47,69.27
141.75,15.72,76.27,86.46,79.27,73.24,71.79,71.31,71.58,71.45,70.17,78.38,74.21
143.25,15.72,80.49,83.94,82.68,89.7,85.19,87.89,87.99,88.3,64.29,79.64,92.78
