X,Depth,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11
53.25,1.91,194.74,203.66,174.36,168.13,166.69,165.96,195.73,180.64,125.38,143.35,196.85
54.75,1.91,341.49,365.29,305.33,224.84,217.33,233.31,269.77,240.34,334.53,290.88,241.86
56.25,1.91,487.16,429.3,400.18,270.12,254.57,276.06,278.9,271.95,380.93,374.64,276.62
57.75,1.91,240.37,220.57,234.99,256.82,232.57,252.33,251.93,235.69,189.14,211.91,235.64
59.25,1.91,261.22,205.31,288.55,439.22,389.35,456.62,468.67,435.83,241.66,236.37,392.68
60.75,1.91,216.62,190.43,231.65,218.81,223.34,216.91,220.85,239.66,192.24,201.58,227.71
62.25,1.91,10.45,13.62,11.21,8.58,9.05,8.49,7.86,8.29,8.08,11.07,9.32
63.75,1.91,134.75,127.32,129.5,167.83,165.59,172.27,174.11,164.68,163.37,150.93,154.08
65.25,1.91,43.89,44.72,46.24,59.72,59.01,58.98,64.86,65.65,40.31,44.2,62.63
66.75,1.91,168.57,194.18,151.3,128.21,157.15,135.79,124.93,125.05,173.47,148.2,142.01
68.25,1.91,486.14,538.3,405.81,241.73,301.74,257.6,293.84,246.36,503.27,476.1,241.18
69.75,1.91,475.74,482.79,441.29,433.25,400.68,433.32,511.03,471.76,526.69,453.73,430.97
71.25,1.91,212.81,201.95,206.41,285.6,230.44,281.91,335.02,306.81,237.78,214.6,271.77
72.75,1.91,75.86,66.03,72.64,93.33,82.63,93.03,110.31,98.23,79.84,73.9,87.42
74.25,1.91,65.32,63.42,66.12,71.08,69.47,71.15,74.57,72.46,72.77,69.27,70.48
75.75,1.91,113.85,125.67,119.28,100.71,100.54,97.77,92.29,97.1,124.72,116.58,102.77
77.25,1.91,251.93,273.6,263.51,241.4,247.78,236.72,223.48,234.55,280.05,257.15,245.13
78.75,1.91,349.66,377.14,353.11,281.92,289.99,282.07,260.25,273.68,336.88,337.81,290.71
80.25,1.91,496.28,518.9,493.74,420.12,423.87,418.55,388.49,412.08,469.74,483.52,432.31
81.75,1.91,535.61,554.74,535.35,464.25,465.14,456.76,427.67,446.43,498.02,517.71,462.73
83.25,1.91,442.75,455.1,445.26,398.22,401.16,394,369.65,385.11,420.19,425.05,396.22
84.75,1.91,349.95,347.02,350.2,338.46,331.66,337.1,328.14,329.95,340.93,325.33,332.79
86.25,1.91,349.86,354.58,344.45,344.56,337.33,343.57,343.12,345.67,341.14,336.42,339.11
87.75,1.91,350.63,357.23,348.7,320.42,318.17,320.6,328.52,324.48,332.42,342.15,320.78
89.25,1.91,284.79,296.87,283.23,270.09,271.33,273.31,272.34,278.26,278.2,293.73,273.96
90.75,1.91,146.46,142.65,150.76,157.64,157.61,157.13,154.14,152.92,147.56,147.94,148.54
92.25,1.91,218.17,225.21,222.22,239.03,235.29,236.61,228.74,232.16,212.69,228.26,230.18
93.75,1.91,254.15,252.72,256.46,267.05,269.22,270.69,262.97,265.63,260.78,257.18,264.23
95.25,1.91,373.62,374.67,383.44,409.26,410.89,412.14,401.04,404.97,382.74,378.6,400.01
96.75,1.91,229.24,236.46,240.36,260.97,263.28,260.7,254.32,258.66,239.61,240.77,250.46
98.25,1.91,317.85,315.66,318.36,324.61,324.24,321.46,321.8,317.39,314.07,312.95,315.85
99.75,1.91,316.04,320.84,324.15,328.97,329.06,327.84,320.11,325.9,321.85,306.9,312.29
101.25,1.91,273.58,283.65,278.54,288.76,290.22,292.25,285.76,293.42,272.2,269.69,287.62
102.75,1.91,229.86,236.58,230.47,215.27,217.29,220.83,217.9,220.25,229.36,233.51,216.33
104.25,1.91,128.56,131.75,128.4,124.8,125.47,128.21,126.9,128.56,138.61,130.47,125.53
105.75,1.91,72.75,74.09,68.98,90.32,87.32,94.02,98.03,96.71,61.41,68,95.51
107.25,1.91,184.59,176.02,176.66,149.71,143.66,152.44,155.4,151.28,137.6,182.75,156.84
108.75,1.91,91.56,85.91,98.07,69.72,69.28,69.35,66.26,66.67,104.76,102.22,68.07
110.25,1.91,26.9,26.26,26.22,34.69,35.96,35.39,37.16,35.89,31.46,26.22,34.82
111.75,1.91,690.54,706.28,679.09,616.65,630.17,606.29,566.62,601.19,870.73,608.55,584.52
113.25,1.91,6.34,5.97,7.57,9.65,9.03,8.66,8.35,8.79,9.52,5.68,8.51
114.75,1.91,29.63,21.3,19.67,22.85,23.61,23.25,28.49,23.34,22.57,23.68,21.86
116.25,1.91,236.45,292.64,279.54,215.02,217.74,220.75,195.35,219.16,259.23,276.35,229.83
117.75,1.91,150.95,153.5,152.54,152.18,148.81,153.33,149.12,152.35,150.3,154.8,151.68
119.25,1.91,92.15,92.6,90.7,87.27,87.4,88.38,87.69,88.14,90.99,95.6,89.58
120.75,1.91,82,78.62,78.95,80.44,80.76,81.31,84.19,81.97,80.4,80.65,83.45
122.25,1.91,60.46,58.51,57.88,61.88,61.51,61.78,63.47,63.45,61.76,60.22,64.6
123.75,1.91,83.19,80.19,85.13,91.09,93,92.6,93.37,92.54,87.95,84.99,92.73
125.25,1.91,157.8,160.53,164.95,159.69,162.38,160.6,159.39,162.43,159.63,164.25,161.56
126.75,1.91,23.75,23.77,23.24,23.56,23.38,23.22,23.91,23.5,23.35,23.42,23.16
128.25,1.91,56.47,57.09,61.03,60.73,61.84,61.17,59.95,58.98,63.27,59.21,56.6
129.75,1.91,82.92,84.27,87.05,90.53,93.64,91.91,89.37,90.4,94.28,88.76,86.56
131.25,1.91,48.67,47.96,50.63,53.12,54.53,52.48,52.47,51.68,54.26,51.23,50.29
132.75,1.91,26.1,26.17,25.8,27.29,27.47,27.31,27.41,27.6,26.46,26.07,27.65
134.25,1.91,39.45,37.51,37.8,37.13,36.92,37.25,38.51,37.69,38.08,37.29,38.2
135.75,1.91,150.58,155.47,148.6,143.32,141.91,142.14,141.06,140.62,143.59,151.06,140.55
137.25,1.91,68.04,71.08,68.69,67.71,67.75,68.52,66.97,68.06,67.91,67.56,67.33
138.75,1.91,23.95,23.59,25.44,26.43,27.16,26.86,27.14,26.71,26.1,25.39,26.68
140.25,1.91,157.72,152.81,158.88,156.44,159.92,157.31,155.89,156.81,163.97,158.72,155.29
141.75,1.91,242.92,243.26,239.67,238.12,237.34,237.16,235.77,236.46,249.87,240.39,233.19
143.25,1.91,110.62,111.3,110.08,110.23,110.17,109.87,110.06,109.96,113.6,111.54,110.23
144.75,1.91,120.36,117.78,118.57,118.89,120.29,119.11,119.98,117.87,118.61,119.58,118.88
146.25,1.91,326.94,326.31,327.97,330.47,334.03,331.38,331.98,332.39,333.22,329.93,325.62
147.75,1.91,216.35,219.52,217.49,219.42,218.14,219.69,218.27,215.57,218.7,211.6,216.2
149.25,1.91,361.52,353.4,352.54,365.7,369.23,364.24,363.06,363.5,360.77,358.83,360.11
150.75,1.91,363.35,368.58,370.26,366.4,368.49,364.95,357.02,363.32,374.7,376.47,364.52
152.25,1.91,398.77,410.72,404.74,392.97,393.26,393.26,386.78,394.71,409.38,406.21,395.44
153.75,1.91,280.42,275.88,273.33,277.88,273.5,277.51,277.96,276.45,274.67,275.03,279.87
155.25,1.91,435.82,433.73,429.88,437.34,440.47,435.14,445.06,436.09,439.68,430.82,439.83
156.75,1.91,372.05,391.11,389.64,390.44,388.19,390.07,370.49,385.87,382.05,385.72,383.25
158.25,1.91,394.78,378.97,376.45,390.59,386.43,390.99,402.85,387.38,375.51,383.77,395.06
159.75,1.91,531.85,508.88,482.27,464.93,465.03,463.97,483.55,473.46,517.09,526.41,476.14
161.25,1.91,689.56,670.17,697.85,779.97,794.59,774.94,760.07,768.72,739.73,689.99,732.61
162.75,1.91,1121.2,1020.3,1115.2,977.83,1013.7,972.56,929.97,911.17,1125.4,1021.4,831.62
164.25,1.91,1035.6,984.74,1004,1017.9,1054.9,1025.2,1037.7,1039.2,1050.5,984.88,976.12
165.75,1.91,899.89,931.96,909.58,876.14,906.26,907.13,928.35,965.9,941.03,944.08,930.67
167.25,1.91,716.72,763.32,802.05,773.14,791.46,808.93,763,799.44,789.47,772.58,775.46
168.75,1.91,1066.6,1030.2,1076.1,1132.7,1127.7,1140.1,1096.2,1067.4,1052.3,1029.2,1053.7
170.25,1.91,989.16,1153.1,1085.4,1112.6,1082.4,1073.1,940.61,1048,1028,1086.6,1063.8
171.75,1.91,413.23,355.07,362.82,388.29,376.69,373.93,425.44,371.46,349.29,353.71,379.63
173.25,1.91,100.79,97.1,95.37,104.29,105.68,105.76,114.94,114.1,101.15,101.87,112.18
174.75,1.91,78.84,73.39,81.98,76.19,81.32,80.91,85.79,84.11,82.41,77.88,77.69
5.25,2.78,21.58,22.25,18.15,15.98,15.2,16.46,19.44,22.37,5.14,21.64,16.1
6.75,2.78,7.19,8.43,7.7,8.57,5.64,9.88,8.06,9.57,5.67,8.96,9.9
8.25,2.78,6.9,17.15,7.3,19.89,13.08,18.47,22.32,8.73,20.48,8.1,14.53
9.75,2.78,11.68,13.18,6.42,9.14,5.74,10.63,14.81,10.76,6.94,9.3,9.14
11.25,2.78,5.88,6.36,4.78,4.26,4.24,3.63,4.87,5.19,3.36,4.98,3.98
12.75,2.78,6.83,11.16,4.36,5.85,5.09,5.79,4.74,5.23,5.46,5.42,12.62
14.25,2.78,9.98,45.35,4.61,15.08,16.22,17.61,8.54,6.9,32.48,6.83,94.84
15.75,2.78,21.41,46.14,9.34,10.07,16.96,6.82,13.92,15.87,25.8,12.77,39.46
17.25,2.78,20.64,19.18,63.22,14.79,12.93,7.99,18.32,118.53,49.41,76.33,4.5
18.75,2.78,320.98,126.44,310.85,142.85,163.05,158.03,248.56,212.32,231.39,143.03,109.47
20.25,2.78,446.03,358.07,322.62,313.48,784.66,409.62,645.33,334.56,1188.4,219.23,429.11
21.75,2.78,152.34,278.64,75.19,113.4,235.24,70.56,66.04,42.52,232.78,226.67,110.81
23.25,2.78,93.63,193.36,63.11,85.4,91.69,58.05,44.16,40.79,104.85,167.01,83.67
24.75,2.78,77.45,155.27,89.58,146.67,97.59,146.14,86.24,95.25,112.22,154.73,147.49
26.25,2.78,129.01,205.04,187.88,283.38,160.49,372.35,169.21,200.67,71.94,191,237.11
27.75,2.78,291.82,584.27,411.55,162.49,244,175.43,95.53,108.85,73.91,122.97,637.3
29.25,2.78,931.44,902.85,1076.3,235.27,733.82,199.14,144.87,354.8,636.2,299.84,245.26
30.75,2.78,199.46,114.11,452.8,233.66,673.49,242.38,536.44,527.7,284.65,360.72,277.95
32.25,2.78,131.13,102.44,155.89,93.55,277.1,98.68,161.76,88.42,156.13,155.06,104.05
33.75,2.78,407.24,452.09,382.45,304.14,507.96,286.19,374.87,237.36,780.94,401.82,386.22
35.25,2.78,860.67,850.04,954.1,638.42,1411.1,580.82,644.29,462.4,898.73,383.1,586.32
36.75,2.78,783.14,477.06,1367.8,513.61,1784.4,508.73,431.22,436.8,695.82,275.81,471.06
38.25,2.78,792.78,369.03,1507.1,448.92,1669.9,440.36,312.14,453.29,793.29,444.67,434.3
39.75,2.78,215.04,357.42,448.07,403.9,227.35,397.68,316.31,449.87,367.27,451.91,393.27
41.25,2.78,146.62,184.88,164.59,270.81,85.7,279.14,410.88,338.68,147.45,252.85,277.97
42.75,2.78,278.57,148.95,284.78,346.42,283.55,364.08,493.73,441.61,257.48,402.93,394.01
44.25,2.78,1014.2,998.48,1260.5,1021.6,990.22,980.67,816.58,922.78,737.72,927.65,905.13
45.75,2.78,707.3,631.23,914.3,649.99,1152.6,630.47,583.03,591.35,690.85,509.23,583.11
47.25,2.78,396.74,336.72,494.9,433.06,698.62,441.23,404.76,427.5,504.85,331.3,335.41
48.75,2.78,204.51,289.69,281.87,294.65,382.03,290.38,222.75,321.32,500.95,374.33,305.52
50.25,2.78,220.75,233.78,179.13,186.87,218.12,186.21,166.31,167,416.21,273.13,180.72
51.75,2.78,164.67,183.1,173.67,196.59,216.43,194.93,174.75,182.36,197.93,188.9,194.67
53.25,2.78,144.14,167.12,147.37,209.35,229.05,203.03,186.51,196.03,179.61,140.47,200.58
54.75,2.78,235.08,264.55,221.98,240.76,228.57,246.37,229.76,220.26,427.4,255.45,213.1
56.25,2.78,337.83,292.73,286.64,269.13,230.92,274.78,249.96,242.55,466.07,337.45,237.01
57.75,2.78,243.91,200.9,251.55,333.68,278.92,336.57,320.23,296.15,266.34,251.94,288.07
59.25,2.78,284.38,218.08,332.69,476.33,430.72,504.19,508.13,495.15,260.61,267.66,451.34
60.75,2.78,124.29,116.23,137.56,117.08,131.71,115.43,116.29,129.52,91.92,112.42,133.93
62.25,2.78,5.06,6.64,5.61,5.73,6.02,5.57,5.32,5.4,3.5,5.11,6.27
63.75,2.78,29.48,23.63,33.7,111.3,98.65,112.26,115.79,110.47,35.02,35.38,95.56
65.25,2.78,12.14,12.64,15.82,46.94,43.22,46.13,46.28,52.68,10.08,13.95,49.91
66.75,2.78,128.7,177.53,130.02,141.62,177.61,149.31,112.73,129.33,99.74,108.84,161.18
68.25,2.78,1171.4,1458.4,1008.1,468.28,589.18,489.66,461.03,434.37,961.45,910.23,490.93
69.75,2.78,1720.5,1713.4,1475.9,936.47,950.12,943.21,1056.6,986.28,1511,1413.7,981.67
71.25,2.78,923.04,821,802.55,759.95,642.51,760.18,930.9,847.9,815.04,858.37,776.45
72.75,2.78,269.04,224.75,235.61,270.91,230.25,274.72,355.23,305.73,230.61,254.22,269.36
74.25,2.78,103.97,95.04,98.54,118.27,108.83,120.58,141.17,128.92,101.21,107.5,119.33
75.75,2.78,60.86,63,62.11,66.22,65.28,66.19,67.83,67.61,71.92,65.14,68.18
77.25,2.78,118.67,127.76,123.49,117.56,123.61,117.54,111.92,117.07,146.55,124.8,123.02
78.75,2.78,190.77,195.08,188.53,161.66,169.51,162,152.69,156.9,204.55,186.57,166.5
80.25,2.78,292.33,306.13,286,250.67,258.28,248.65,234.05,244.58,297.67,287.16,259.43
81.75,2.78,391.89,407.58,376.9,330.52,334.04,321.77,311.95,316.99,365.93,370.18,332.76
83.25,2.78,428,436.77,405.72,357.38,357.12,350.36,347.56,349.95,375.59,391.77,362.3
84.75,2.78,386.92,375.46,369.86,351.32,339.84,347.79,357.85,350.67,344.61,342.29,353.36
86.25,2.78,435.96,442.11,424.28,430.55,415.43,429.22,442.25,444.07,411.75,410.82,433.95
87.75,2.78,385.48,398.4,388.54,370,367.45,371.47,385.28,380.52,380.52,376.72,375.87
89.25,2.78,272.68,286.5,274.82,270.23,275.34,275.46,275.36,282.03,282.67,281.85,279.32
90.75,2.78,148.39,142.88,150.81,162.29,162.68,161.89,161.24,158.75,153.31,146.17,155.38
92.25,2.78,162.66,160.95,160.96,177.18,172.3,174.45,172.25,172.22,156.23,163.74,171.17
93.75,2.78,171.55,169.05,171.68,180.88,178.21,180.44,176.71,178.68,170.2,173.64,178.25
95.25,2.78,188.99,188.34,192.65,202.47,201.02,202.76,195.11,199.29,187.87,194.74,197.87
96.75,2.78,142.65,144.21,146.16,149.8,149.98,149.33,142.86,145.73,144.87,148.42,144.6
98.25,2.78,186.25,183.77,180.44,170.27,168.57,168.57,164.3,163.64,184.03,180.05,165.33
99.75,2.78,163.11,166.92,160.39,148.59,146.38,147.85,143,145.15,163.04,153.7,144.25
101.25,2.78,109.62,114.06,108.5,103.11,102.06,105.05,101.99,104.83,105.22,106.35,106.03
102.75,2.78,99.24,100.4,96.59,84.8,83.32,86.95,85.92,87.14,96.99,101.61,88.21
104.25,2.78,104.4,103.68,96.61,92.23,88.78,94.12,95.39,94.78,102.58,99.3,95.56
105.75,2.78,134.15,130.87,118.78,142.29,133.64,145.14,152.9,147.44,102.65,112.03,149.2
107.25,2.78,239.87,227.23,223.09,190,182.51,188.86,191.25,186.73,173.06,215.27,192.72
108.75,2.78,71.68,68.76,79.27,61.7,63.28,60.74,57.07,58.54,82.05,80.6,59.71
110.25,2.78,31.65,34.18,35.02,44.02,46.57,45.38,44.32,45.36,38.29,35.8,45.07
111.75,2.78,499.63,544.51,564.47,575.32,582.47,569.51,513.56,561.92,646.08,522.22,557.89
113.25,2.78,14.69,12.94,15.76,22.34,20.5,20.15,20.2,19.9,16.87,12.51,19.68
114.75,2.78,19.23,11.75,11.66,17.81,17.99,17.1,22.7,16.95,13.19,12.94,15.96
116.25,2.78,87.77,112.52,106.17,85.34,87.27,87.1,75.92,86.65,96.16,105.23,91.57
117.75,2.78,54.01,60.44,59.69,53.35,52.83,54.28,50.64,54.04,55.88,59.73,54.44
119.25,2.78,41.03,44.3,42.65,36.94,36.41,37.57,36.26,37.4,39.61,44.65,38.16
120.75,2.78,38.94,38.35,37.28,36.85,36.19,37.24,37.93,37.03,36.42,38.62,38.55
122.25,2.78,49.7,48.56,47.13,49.92,49.16,49.83,50.11,50.09,48.42,48.79,51.59
123.75,2.78,104.16,101.66,105.78,110.79,111.8,110.95,110.76,109.93,105.55,104.57,111.03
125.25,2.78,183.56,188.67,189.36,177.85,178.94,178.34,176.88,180.51,178.14,188.33,182.66
126.75,2.78,41.64,42.68,40.37,38.08,37.22,37.54,38.77,38.36,38.2,40.4,38.88
128.25,2.78,29.07,30.23,30.7,30.06,30.28,30.37,29.98,29.35,30.62,29.95,28.93
129.75,2.78,30.62,32.29,32.1,32.28,33.07,32.79,31.2,31.99,34.12,33.27,31.51
131.25,2.78,28.81,29.56,29.21,27.73,28.12,27.69,27.01,27.41,29.63,30.18,27.75
132.75,2.78,34.01,34.38,32.92,33.08,32.88,33.1,32.98,33.71,31.9,33.53,34.81
134.25,2.78,76.46,74.35,73.07,71.56,70.39,71.37,72.6,72.12,69.98,71.97,73.42
135.75,2.78,212.06,220.48,208.59,205.41,202.34,204.12,200.89,201.32,198.58,210.52,200.44
137.25,2.78,101.59,107.33,103.11,102.89,102.26,103.98,101.94,102.75,100.14,101.89,101.87
138.75,2.78,37.72,37.38,39.71,40.97,41.83,41.74,42.32,41.57,39.8,39.31,41.43
140.25,2.78,81.25,78.09,81.98,81.72,83.75,82.32,82.16,81.71,80.87,80.52,80.04
141.75,2.78,118.19,117.92,115.45,114.59,114.4,113.95,113.33,113.71,114.45,115.12,110.99
143.25,2.78,81.56,81.68,80.28,80.54,80.03,79.84,80.15,80.43,79.55,80.92,79.93
144.75,2.78,82.99,79.68,81.4,80.82,82.01,80.83,81.85,80.95,81.91,82.35,81.08
146.25,2.78,169.45,168.45,173.07,171.79,176.35,173.68,172.75,175.85,181.64,175.04,170.49
147.75,2.78,134,133.84,136.36,134.68,136.43,136.07,136.39,133.42,139.13,132.09,132.77
149.25,2.78,161.23,154.47,157.85,161.28,166.22,162.76,164.75,163.27,167.17,162.07,161.19
150.75,2.78,183.88,181.2,186.32,185.33,189.83,185.97,185.07,186.58,194.16,190.9,185.13
152.25,2.78,216.75,214.38,218.32,219.49,221.79,220.03,219.71,220.25,226.4,219.22,218.62
153.75,2.78,208.29,199.53,198.47,206.72,203.69,205.23,208.95,205.26,201.69,200.11,207.97
155.25,2.78,334.5,334.62,334,338.19,343.74,335.68,338.44,335.56,344.47,332.35,336.94
156.75,2.78,375.72,403.98,411.92,398.42,400.7,398.56,370.07,388.73,399.98,396.55,384.94
158.25,2.78,298.82,290.68,291.98,300.46,296.96,299.97,310.91,293.03,290.46,289.52,300.76
159.75,2.78,262.7,252.22,235.03,245.7,243.35,244.68,271.26,253.59,253.14,258.52,262.76
161.25,2.78,245.1,244.21,242,288.68,290.74,287.07,306.33,303.13,268.95,259.59,304.8
162.75,2.78,414,395.31,403.37,380.63,391.41,384.54,404.32,395.99,440.27,418.43,390.24
164.25,2.78,581.5,571.8,553.94,576.31,594.42,595.97,636.07,648.98,616.78,606.52,648.86
165.75,2.78,752.11,823.08,795.77,757.35,774.74,795.61,785.84,848.82,846.32,862.36,857.43
167.25,2.78,877.5,973.28,1020.1,958.88,962.33,990.01,872.61,929.29,990.37,975.47,931.32
168.75,2.78,1068.5,1080.4,1100.5,1116.8,1091.9,1098.1,1016.1,1002.2,1047.8,1048.9,1010.9
170.25,2.78,868.46,972.14,902.61,922.36,885.07,873.37,807.21,854.52,829.28,901.88,878.45
171.75,2.78,240.82,211.77,214.44,229.52,224.83,220.88,251.02,222.53,207.85,211.68,228.39
173.25,2.78,44.08,39.89,41.75,45.09,47.92,46.94,53.07,51.43,45.96,44.33,49.73
6.75,3.73,20.22,32.46,17.99,21.36,16.51,21.9,20.53,18.09,5.35,20.62,33.03
8.25,3.73,11.71,28.56,11.76,27.91,17.34,26.42,24.82,10.54,14.86,11.35,24.53
9.75,3.73,12.87,24.73,10.14,19.13,12.58,19.15,19.19,9.96,9.79,10.3,18.22
11.25,3.73,10.29,19.11,7.71,12.46,9.91,10.73,9.87,7.22,7.24,8.16,14.17
12.75,3.73,11.16,28.16,7.31,15.47,12.73,13.18,8.5,7.23,12.14,8.9,31.73
14.25,3.73,15.94,65.76,9.48,26.45,26.56,22.38,11.83,11.1,44.14,12.83,112.95
15.75,3.73,27.44,69.47,20.69,24.12,30.42,14.97,18.48,28.99,59.33,28.05,58.73
17.25,3.73,46.7,50,95.57,37.71,39.26,22.39,38.09,150.43,119.37,111.79,18.58
18.75,3.73,347.44,170.08,397.2,202.62,243.31,174.11,274.65,346.88,453.18,219.28,111.84
20.25,3.73,662.37,455.11,426.54,429.51,939.28,420.37,632.26,384.2,1515.8,274.53,360.16
21.75,3.73,377.75,489.48,156.5,235.72,472.68,150.27,122.63,86.07,636.83,260.9,173.4
23.25,3.73,216.4,389.59,103.91,146.8,188.15,93.37,49.06,48.55,298.71,206.69,114.09
24.75,3.73,178.03,350.72,122.56,129.49,118.44,105.8,44.14,53.27,226.49,192.78,119.15
26.25,3.73,236.55,419.74,189.81,126.94,99.56,135.89,48.87,63.55,138.16,208.92,135.28
27.75,3.73,328.95,541.58,326.23,108.48,138.49,110.65,47.69,74.23,169.14,157.4,287.94
29.25,3.73,543.73,396.22,581.47,140.76,306.6,133.77,99.56,228.01,500.45,214.45,177.24
30.75,3.73,156.68,88.3,355.22,131.52,384.25,139.23,275.26,320.32,282.29,227.01,144.69
32.25,3.73,132.53,102.59,215.9,91.66,451.81,95.03,153.66,101,267.5,182.67,85.6
33.75,3.73,372.25,392.55,446.11,196.77,902.6,194.02,245.8,159.38,798.23,312.7,229.77
35.25,3.73,905.48,821.8,1096.7,487.54,1933.7,483.92,480.78,355.45,1033.3,343.1,497.87
36.75,3.73,1109.8,704.27,1701.4,677.32,2185.4,717.82,593.7,599.16,906.58,369.76,683
38.25,3.73,971.05,582.31,1467.4,717.95,1273.3,756.64,594.52,800.34,761.81,564.15,785.07
39.75,3.73,351.84,504.94,622.39,669.78,314.29,703.84,664.03,852.58,382.29,609.5,774.16
41.25,3.73,274.95,358.19,364.65,583.7,194,620.64,894.57,804.53,216.9,491.66,679.06
42.75,3.73,504.46,367.19,580.43,731.54,502.64,766.59,1109.2,974.22,373.28,694.68,870.04
44.25,3.73,1193.3,1141.3,1499.2,1289.8,1356.4,1262.3,1359.4,1336.3,909.12,1089.6,1297.7
45.75,3.73,1113.7,991.57,1350.4,1042.5,1742.9,1011.6,1040,1044.5,1166.5,796.55,992.93
47.25,3.73,699.85,596.62,807.18,710.82,1246.2,703.01,687.58,713.9,1092.9,545.52,584.27
48.75,3.73,389.93,437.06,473.41,472.77,742.05,457.96,359.72,491.83,1056.5,527.17,421.8
50.25,3.73,325.17,289.01,291.89,334.46,466.94,324.09,264.05,293.51,724.59,394.47,270.37
51.75,3.73,163.43,161.65,191.24,295.68,353.9,288.16,220.79,259.15,267.45,216.5,235.96
53.25,3.73,102.9,116.44,123.26,254.65,274.71,244.05,182.17,217.72,178.58,130,196.44
54.75,3.73,135.2,148.92,139.21,228.33,203.48,231.07,183.27,191.62,301.49,180.63,174.29
56.25,3.73,206.83,186.72,191.62,241.39,193.27,247.21,209.88,210.34,384.44,264.91,202.32
57.75,3.73,236.43,208.2,253.74,329.73,271.99,339.41,312.64,301.56,312.62,289.24,300.42
59.25,3.73,285.6,253.03,326.56,357.1,342.76,379.75,376.02,387,246.3,282.35,379.6
60.75,3.73,86.17,91.36,90.37,70.35,83.6,69.01,71.2,76.47,55.55,74.51,85.38
62.25,3.73,5.82,6.62,5.92,8.25,8.51,8.01,8.95,8.11,4.4,5.04,8.72
63.75,3.73,13.86,9.37,16.73,68.99,56.12,68.87,77.66,71.84,17,16.52,57.87
65.25,3.73,8.15,7.81,11.65,37.37,31.22,36.65,35.34,41.61,6.93,10.32,38.15
66.75,3.73,72.44,101.73,84.44,90.32,99.74,91.77,62.03,80.07,50.42,66.59,99.51
68.25,3.73,869.04,1134.7,852.49,372.43,435.48,372.07,280.26,309.48,637.07,675.03,388.16
69.75,3.73,2720.6,2793.6,2425.3,1133.4,1216.9,1115.6,1039.4,1054.6,1984.4,2154.7,1183.1
71.25,3.73,2695.8,2399.3,2292,1580.9,1462.8,1573.9,1726.6,1663.7,1855.7,2393,1657.6
72.75,3.73,1018.7,849.83,847.81,873.55,758.51,888.85,1121.4,988.15,687.27,931.2,909.28
74.25,3.73,292.38,261.48,265.09,350.45,314.95,360.36,442.57,396.47,232.28,290.66,362.86
75.75,3.73,90.03,85.99,89.43,123.5,118.63,127.32,141.93,133.67,91.23,96.35,126.77
77.25,3.73,88.39,89.92,91.46,110.06,112.97,113.62,114.96,114.7,103.55,94.93,113.25
78.75,3.73,117.12,113.28,117.01,127.06,131.27,129.44,128.48,126.82,131.09,119.21,126.03
80.25,3.73,163.76,166.44,160.58,166.5,170.7,166.09,163.41,164.64,176.32,166.36,165.65
81.75,3.73,232.51,234.63,218.63,212.87,213.93,206.97,211.23,206.86,220.72,222.22,208.77
83.25,3.73,292.59,291.48,266.49,246.04,243.29,240.17,253.3,246.53,246.81,270.2,248.01
84.75,3.73,313.15,299.55,291.17,272.9,262.4,267.63,293.07,281.55,258.38,282.4,278.79
86.25,3.73,376.46,378.74,368.07,368.1,354.46,366.33,388.87,389.79,340.77,362.8,380.35
87.75,3.73,320,330.1,329.41,322.86,321.75,324.42,336.77,334.87,321.88,320.09,332.23
89.25,3.73,224.89,234.42,230.42,230.5,238.02,235.5,235.51,240.86,241.49,231.98,240.95
90.75,3.73,150.18,145.47,151.08,158.05,160.35,157.78,160.69,157.15,157.12,144.48,155.81
92.25,3.73,147.82,142.27,142.44,147.78,145.26,145.69,150.9,146.75,140.8,140.17,145.6
93.75,3.73,142.43,138.74,139.43,137.23,134.65,135.88,140.34,138.68,135.21,138.3,136.81
95.25,3.73,132.26,129.88,131.47,127.3,126.01,127.49,127.38,129.05,125.54,132.43,126.38
96.75,3.73,109.54,107.85,108.33,101.92,101.38,102.11,100.11,101.36,105.17,109.58,99.62
98.25,3.73,115.68,112.81,108.62,97.97,96.31,97.54,96.34,95.87,108.94,109.34,95.26
99.75,3.73,95.35,96.13,90.49,82.79,80.6,82.12,82.18,81.82,89.21,88.49,81.13
101.25,3.73,76.08,76.14,74.12,70.04,68.51,70.28,71.39,71.26,70.01,73.6,71.38
102.75,3.73,100.65,96.51,97.12,84.85,82.7,84.7,87.62,86.03,98.4,101.33,86.54
104.25,3.73,175.62,166.55,161.1,142.81,138.09,141.37,147.66,142.92,179.78,160.68,143.92
105.75,3.73,243.72,233.95,216.54,218.3,211.72,215.59,225.58,217.53,219.7,197.44,219.07
107.25,3.73,205.05,201.85,194.41,159.95,161.31,157.04,155.11,155.54,180.69,181.31,157.51
108.75,3.73,45.26,48.49,50.74,42.89,45.72,43.03,39.49,42.08,51.8,51.3,42.45
110.25,3.73,35.34,43.63,41.18,45.51,48.02,47.93,44,47.64,37.8,43.5,48.41
111.75,3.73,352.81,440.51,419.33,414.22,409.46,422.1,367.41,413.44,379.58,427.12,428.52
113.25,3.73,54.72,51.47,54.42,76.35,69.38,71.9,72.23,69.89,46.35,49.16,71.67
