X,Depth,R1,R2,R3,R4,R5,R6,R7,R8,R9
120.75,1.91,76.45,79.32,79.71,71.94,84.47,81.44,91.95,86.72,88.48
122.25,1.91,56.73,56.63,58.03,55.03,60.8,56.85,61.18,60.76,64.13
123.75,1.91,78.53,79.17,80.86,84.6,88.01,80.2,81.34,86.08,87.01
125.25,1.91,167.44,165.6,165.46,168.71,170.3,164.67,163.58,164.17,150.29
126.75,1.91,22.55,21.29,22.25,21.57,23.38,23.32,23.67,23.08,23.8
128.25,1.91,59.46,60.53,60.47,66.38,62.38,60.39,58.76,64.62,64.26
129.75,1.91,89.34,88.23,88.72,101.79,94.91,94.11,86.66,94.97,89.21
131.25,1.91,46.92,47.66,47.94,51.59,54.61,56.31,51.96,53.89,53.19
132.75,1.91,25.69,25.94,25.94,25.83,27.79,27.22,25.95,26.73,26.05
134.25,1.91,38.53,40.38,39.49,36.54,36.56,36.46,37.92,37.17,36.94
135.75,1.91,146.42,147.32,144.52,144.27,134.37,146.06,149.92,139.5,148.52
137.25,1.91,75.38,72.32,74.11,78.37,70.75,70.38,70.33,70.91,71.86
138.75,1.91,24.57,24.09,24.27,24.77,25.98,25.68,24.8,26.17,25.36
140.25,1.91,141.38,144.76,144.19,152.23,157.33,158.03,151.5,156.16,152.6
141.75,1.91,239.24,240.49,238.26,249.75,240.27,244.71,240.87,243.75,237.2
143.25,1.91,102.14,105.93,102.01,102.72,107.26,110.57,108.21,110.3,110.25
144.75,1.91,108.92,114.29,110.26,107.28,112.47,116.53,120.68,117.05,123.62
146.25,1.91,310.28,309.12,314.35,312.77,339.66,326.73,324.56,330.15,324.52
147.75,1.91,220.26,215.47,218.95,216.2,214.58,220,222.33,218.43,232.63
149.25,1.91,320.89,321.3,323.37,312.54,357.38,349.87,352.21,356.89,345.06
150.75,1.91,376.11,378.62,378.22,362.09,383.3,386.46,392.88,390.42,384.93
152.25,1.91,402.52,392.34,399.02,389.18,406.06,409.79,408.48,411.05,407.4
153.75,1.91,257.36,252.68,256.69,243.79,257.95,260.71,269.03,265.33,286
155.25,1.91,420.02,423.96,426.09,393.81,429.77,413.6,431.04,426.64,445.45
156.75,1.91,417.26,391.69,394.25,424.11,400.6,390.33,374.72,389.46,367.1
158.25,1.91,392.54,420.22,414.61,391.36,380.3,397.1,410.97,379.58,443.37
159.75,1.91,482.96,519.9,514.19,490.01,468.69,546.85,538.48,497.59,577.45
161.25,1.91,664.66,664.29,691.55,724.39,759.16,738.82,626.03,679.09,664.32
162.75,1.91,1006.1,1011.3,1103,1269.6,950.08,1154.4,873.09,923.45,845.35
164.25,1.91,1102.4,1124.3,1159.4,1158,1164.7,968.98,963.21,983.54,880.56
165.75,1.91,1068.4,1036.6,1040.4,927.06,1147,912.54,983.96,1026.7,885.2
167.25,1.91,861.4,802.24,819.52,875.94,904.6,854.67,812.1,911.43,779.24
168.75,1.91,1142.4,1128.2,1156.7,1245.6,1096,1257.6,1100.2,1077.1,1029.7
170.25,1.91,1168.7,1005.1,1009.1,1256,982.85,1186.6,931.29,959.3,890.84
171.75,1.91,366.95,423.97,424.93,413.59,365.08,402,409.06,343.42,420.8
173.25,1.91,96.93,98.29,99.92,95.7,121.14,104.29,104.29,104.11,107.26
174.75,1.91,81.6,84.74,87.27,75.76,104.98,84.79,93.64,104.78,74.14
5.25,2.78,35.1,27.2,29.73,25.47,24.15,27.74,25.72,16.53,22.7
6.75,2.78,10.51,9.84,9.79,6.04,19.67,13.35,10.68,11.44,9.92
8.25,2.78,17.46,20.16,17.89,4.64,12.63,8.03,6.36,9.41,7.09
9.75,2.78,22.27,23.69,21.6,17.21,7.28,8,5.01,8.88,8.11
11.25,2.78,12.66,10.95,10.41,20.19,4.61,7.88,4.58,5.57,4.78
12.75,2.78,13.66,11.4,11.77,11.72,13.71,10.86,6.8,6.97,8.77
14.25,2.78,46.67,39.86,51.56,64.82,27.02,19.13,25.63,20.26,63.88
15.75,2.78,43.97,29.54,33.18,37.85,17.52,9.93,81.87,37.2,24.48
17.25,2.78,60.18,37.77,30.23,46.49,2.6,7.94,47.03,42.1,5.95
18.75,2.78,206.23,193.64,79.1,237.51,67.18,93.91,140.95,198.75,105.9
20.25,2.78,280.73,415.06,424.3,433.76,700.59,983.94,102.82,456.51,505.31
21.75,2.78,149.03,180.7,356.98,272.86,95.47,992.34,202.15,107.29,97.91
23.25,2.78,117.05,120.84,162.05,84.23,55.45,273.96,150.37,132.59,98.56
24.75,2.78,119.23,109.98,169.22,80.48,112.22,133.07,189.93,330.82,212.12
26.25,2.78,153.54,143.95,79.78,107.02,175.73,111.19,197.49,271.12,316.62
27.75,2.78,408.1,317.29,158.44,164.33,106.81,98.18,133.15,122.45,255.08
29.25,2.78,1407.5,596.75,576.64,122.01,82.76,156.32,191.24,295.76,111.76
30.75,2.78,866.26,736.54,645.42,419.28,111.7,259.89,239.92,131.17,101.48
32.25,2.78,260.76,201.8,394.65,308.64,302.62,336.47,136.56,139.51,391.91
33.75,2.78,302.09,254.44,439.6,397.06,484.66,418.27,337.71,411.85,768.27
35.25,2.78,1589.4,831.44,1363,706.72,595.05,524.01,675.52,697.94,686.75
36.75,2.78,3200.9,824.48,1728.6,656.49,423.82,203.79,470.47,624.72,354.62
38.25,2.78,2285.3,1151.8,830.72,621.3,343.8,498.2,366.87,577.65,289.54
39.75,2.78,515.56,409.15,270.16,254.27,307.03,351.01,329.67,435.79,275.41
41.25,2.78,117.53,148.26,108.27,162.18,275.88,303.15,282.46,257.68,230.42
42.75,2.78,171.43,274.38,154.83,151.69,372.32,434.13,348.52,337.71,324.46
44.25,2.78,1251.1,1307.5,1066.2,511.22,761.32,891.56,817.6,797.79,815.29
45.75,2.78,1563.7,1716.3,957.75,842.97,574.02,479.69,666.89,436.37,509.7
47.25,2.78,773.02,1015.1,444.04,350.99,419.7,235.18,374.81,461.59,315.56
48.75,2.78,348.57,210.59,280.87,188.78,262.37,266.36,324.25,417.09,283.04
50.25,2.78,141.6,124.54,176.93,225.02,168.43,279.59,245.14,414.24,268.8
51.75,2.78,124.42,129.82,146.21,158.62,160.84,175.63,156.45,209.4,179.89
53.25,2.78,124.58,115.92,115.32,107.84,173.02,125.26,108.25,136.97,132.01
54.75,2.78,183.05,180.1,210.49,197.62,208.2,243.62,225.33,351.35,236.53
56.25,2.78,248.04,283.82,295.91,332.29,237.74,366.93,336.2,469.39,333.01
57.75,2.78,227.38,278.04,268.31,264.93,304.44,265.97,245.89,235.08,274.7
59.25,2.78,302.13,333.92,322.38,303.02,444.37,278.31,233.93,215.3,304.45
60.75,2.78,177.29,149.22,132.71,130.69,132.64,145.36,114.9,119.17,108.52
62.25,2.78,8.3,6.01,5.87,4.77,5.64,5.81,6.28,6.05,4.05
63.75,2.78,20.55,28.17,30.19,23.75,102.42,32.69,29.35,37.72,35.94
65.25,2.78,15.76,11.71,14.28,11.47,43.65,10.3,11.45,11.6,12.98
66.75,2.78,202.69,104.23,158.5,115.6,134.31,123.9,154.28,150.16,94.37
68.25,2.78,1480,1180.8,1303.1,946.98,505.19,986.01,1171.4,1147.6,852.03
69.75,2.78,1656.8,1942.1,1704.6,1508.5,1037.3,1571.4,1549.8,1473,1506.3
71.25,2.78,733.78,1054,745.4,885.26,857.51,881.76,824.93,766.13,945.71
72.75,2.78,201.59,281.45,213.75,271.14,293.61,269,254.28,234.77,295.58
74.25,2.78,91.59,101.72,96.03,106.47,123.67,107.36,107.91,102.11,114.83
75.75,2.78,63.16,60.35,63.97,63.4,66.92,62.93,66,67.59,65.05
77.25,2.78,129.61,120.17,128.77,124.87,125.76,131.97,127.89,143.56,123.73
78.75,2.78,208.65,192.74,213.04,195.69,175.36,211.04,208.7,217.98,189.58
80.25,2.78,327.27,298.65,331.93,324.4,281,334.22,330.61,317.65,289.17
81.75,2.78,432.93,409.66,438.53,440.67,360.85,432.37,430.18,386.05,377.39
83.25,2.78,485.1,457.33,470.54,482.68,390.2,446.76,449.65,393.96,396.22
84.75,2.78,453.34,422.57,429.51,404.73,379.07,395.25,406.66,373.83,348.6
86.25,2.78,488.44,472.46,462.94,417.81,445.75,414.33,437.68,424.19,380.49
87.75,2.78,412.23,415.54,412.02,369,369.07,352.83,389.16,367.95,355.87
89.25,2.78,282.09,277.89,279.62,285.98,274.33,271.03,269.16,262.02,272.19
90.75,2.78,156.21,160.23,158.42,158.67,163.39,162.06,155.4,157.05,162.37
92.25,2.78,168.08,168.12,166.52,158.29,181.34,172.52,179.98,170.71,166.7
93.75,2.78,168.39,163.26,164.46,158.62,178.5,173.94,178.77,178.17,169.39
95.25,2.78,199.08,192.49,191.16,184.07,203.26,206.45,207.54,207.67,191.02
96.75,2.78,145.94,132.72,141.63,138.67,148.76,155.81,156.82,156.66,142.33
98.25,2.78,195.57,172.04,196.98,191.55,170.24,188.36,184.28,181.92,171.44
99.75,2.78,176.97,184.65,172.45,175.43,146.36,167.67,158.24,159.55,145.54
101.25,2.78,117.51,134.89,109.26,110.4,101.96,110.25,108.81,106.61,102.38
102.75,2.78,98.91,116.9,95.72,96.04,84.26,99.65,98.06,92.47,100.9
104.25,2.78,100.05,115.97,99.26,99.66,89.51,96.21,94.03,89.4,105.13
105.75,2.78,127.62,139.5,125.42,129.84,135.71,120.27,107.53,95.86,121.42
107.25,2.78,225.24,165.42,223.89,161.43,197.73,237.3,247.33,205.7,228.25
108.75,2.78,76.87,48.28,71.68,42.07,74.85,72.99,110.93,115.86,77.1
110.25,2.78,33.46,51.38,34.06,48.59,45.19,32.52,35.65,40.7,34.86
111.75,2.78,532.88,501.33,518.43,603.86,527.13,532.23,390.54,493.49,416.87
113.25,2.78,11.48,6.17,12.64,16.39,12.11,11.57,6.9,7.55,8.63
114.75,2.78,12.07,12.52,16.24,4.68,28.89,19.12,45.07,38.14,29.87
116.25,2.78,113.11,124.97,97.97,133.36,88.83,111.46,80.17,86.11,81.85
117.75,2.78,56.68,66.58,53.86,72.93,48.88,59.51,49.31,48.13,52.08
119.25,2.78,42.28,45.79,39.87,46,35.25,41.22,42.32,38.18,43.78
120.75,2.78,36.3,39.11,37.21,35.62,34.52,36.18,41,36.64,41.69
122.25,2.78,47.75,48.92,48.56,46.93,46.97,46.7,49.11,47.14,51.33
123.75,2.78,103.64,106.03,105.49,111.94,108.98,104.61,104.52,107.49,107.08
125.25,2.78,196.89,196.34,191.69,195.69,190.24,191.89,195.08,189.56,176.68
126.75,2.78,40.6,38.9,39.56,37.58,38.15,39.41,42.79,39.33,40.7
128.25,2.78,29.37,29.93,29.58,30.6,30.36,29.9,31.54,32.08,32.24
129.75,2.78,31.89,31.99,31.47,36.33,32.98,34.12,33.57,34.86,33.55
131.25,2.78,28.62,29.4,28.45,29.72,27.61,30.92,30.83,30.17,29.99
132.75,2.78,33.86,34.17,33.02,30.87,32.51,32.23,33.09,31.89,31.91
134.25,2.78,74.5,76.4,74.18,67.44,68.52,67.95,71.87,68.5,69.06
135.75,2.78,208.12,206.52,204.82,203.77,191.18,203.11,208.61,193.99,206.77
137.25,2.78,114.53,108.16,112.16,116.87,105.08,105.83,107,105.48,109.66
138.75,2.78,40.81,39.1,40.22,40.89,41.83,40.57,39.47,40.91,40.63
140.25,2.78,74.54,75.83,76.41,79.16,83.09,81.43,77.43,79.14,79.17
141.75,2.78,111.46,113.63,112.08,120.77,115.51,114.69,113.33,112.71,113.04
143.25,2.78,75.04,78.87,75.77,78.4,79.48,80.22,78.13,78.88,77.93
144.75,2.78,74.02,77.56,76.46,76.03,80.11,80.56,81.25,81.73,80.88
146.25,2.78,160.59,153.13,162.83,166.84,187.24,173.89,168.11,179.55,167.56
147.75,2.78,132.48,129.59,134.25,133.33,133.96,136.3,137.75,138.48,142.99
149.25,2.78,146.36,147.62,150.06,142.6,160.86,156.54,156.23,162.23,163.61
150.75,2.78,176.87,178.38,180.56,170.15,189.55,187.31,185.05,193.55,195.92
152.25,2.78,201.6,199,204.51,192.48,218.37,213.27,208.16,221.03,224.79
153.75,2.78,181.7,181.16,184.81,178.01,189.05,185.23,191.6,193.02,210.05
155.25,2.78,317.22,314.46,317.94,306.96,327.31,317.42,323.66,330.02,333.82
156.75,2.78,425.82,384.51,392.47,443.85,401.69,413.2,376.37,405.08,358.76
158.25,2.78,306.17,327.34,324.5,308.98,293.44,309.77,327.7,305.3,343.65
159.75,2.78,254.6,292.14,280.97,224.3,255.87,256.63,303.75,266.86,334.42
161.25,2.78,255.12,279.06,270.5,213.1,312.78,244.86,279.44,282.4,325.88
162.75,2.78,405.18,442.2,434.93,340.46,438.12,393.07,438.74,439.26,483.62
164.25,2.78,653.33,697.99,660.74,464.16,767.84,511.92,702.65,696.92,693.74
165.75,2.78,940.78,914.16,864.05,661.81,1013.1,778.3,975.78,1048.4,903.61
167.25,2.78,1070.3,979.72,975.31,1075.4,990.14,1072.4,1028.4,1137.4,966.78
168.75,2.78,1147.8,1102.8,1119.6,1255.9,961.34,1248.4,1072.8,1020.7,996.84
170.25,2.78,969.64,871.03,873.58,1017.1,767.21,940.86,795.22,748.7,763.88
171.75,2.78,210.33,238.69,239.15,228.51,214.07,222.1,229.99,198.21,247.56
173.25,2.78,38.93,41.71,42.91,38.12,57.61,44.18,45.8,49.31,50.38
6.75,3.73,51.47,42.23,46.32,29.26,36.89,25.09,24.02,10.32,20.44
8.25,3.73,43.47,42.89,39.04,16.43,22.26,13.14,12.44,7.34,11.26
9.75,3.73,46.95,45.28,40.45,25.25,14.94,10.93,9.68,6.34,10.5
11.25,3.73,39.25,33.07,30.52,30.82,11.6,9.36,9.17,5.43,9.45
12.75,3.73,46.37,37.32,37.09,31.14,19.68,10.39,13.61,7.81,17.1
14.25,3.73,98.7,76.64,86.61,78.96,28.87,12.75,36.38,18.24,59
15.75,3.73,117.29,77.17,75.96,69.15,19.01,11.07,83.84,39.68,34.61
17.25,3.73,159.57,97.81,66.62,83.33,9.29,15.96,72.83,83.26,19.58
18.75,3.73,371.7,270.67,106.08,238.33,65.58,93.59,131.68,315.19,106.97
20.25,3.73,475.53,471.26,240.36,409.28,479.23,660.19,108.7,655.63,396.99
21.75,3.73,351.22,301.47,307.33,284.03,156.9,903.69,131.27,263.87,158.24
23.25,3.73,286.07,216.9,296.73,145.63,65.49,399.2,121.02,185.77,94.45
24.75,3.73,295.44,182.09,365.47,111.15,57.36,174.26,138.02,209.11,95.53
26.25,3.73,338.48,187.12,222.47,71.46,57.14,98.12,125.15,162.82,107.98
27.75,3.73,581.67,314.96,236.42,78.82,48.36,82.57,93.74,126.66,103.52
29.25,3.73,962.78,516.49,353.19,123.94,58.87,116.67,109.75,214.42,97.12
30.75,3.73,602.08,425.21,341.96,274.99,86.34,208.04,138.05,127.08,119.6
32.25,3.73,338.89,216.67,317.89,304.13,176.4,323.77,124.25,135.66,286.85
33.75,3.73,499.7,316.15,517.54,438.7,330.9,380.68,224.43,333.54,544.67
35.25,3.73,2094.9,967.18,1683.6,721.02,559.72,454.37,479.4,736.28,653.62
36.75,3.73,4409.4,1444.4,2578.7,835.63,679.57,371.39,592.06,1019.4,572.52
38.25,3.73,2803.2,1397.8,1325.8,660.05,691.44,638.57,619.32,1028.5,520.48
39.75,3.73,692.82,614.73,442.07,336.5,657.55,611.78,618.17,775.89,486.17
41.25,3.73,224.52,342.98,241.41,310.02,640.73,674.19,576.08,510.42,464.47
42.75,3.73,405.64,662.58,385.38,370.78,794.54,871.13,670.73,528.8,616.15
44.25,3.73,1661.7,1900.8,1383.1,837.34,1105.7,1215.4,1045,780.84,933.88
45.75,3.73,2276.6,2357.2,1483.9,1142,916.51,616.58,920.49,640.61,733.01
47.25,3.73,1323.1,1431.1,828.54,654.85,638.05,329.77,605.83,718.11,512.84
48.75,3.73,613.48,467.2,502.49,410.29,377.15,342.84,509.58,808,453.95
50.25,3.73,267.05,257.17,308.35,383.83,255.43,347.64,369.91,736.86,400.47
51.75,3.73,144.72,175.76,173.48,182.35,208.99,183.02,179.9,274.88,206.5
53.25,3.73,101.23,113.79,101.55,93.98,188.32,104.88,97.46,127.65,122.84
54.75,3.73,115.7,126.37,137.75,126.4,190.32,153.3,157.66,204.24,177.39
56.25,3.73,158.91,183.32,208.78,216.4,219.72,240.71,278.22,291.57,285.68
57.75,3.73,226.68,255.52,286.09,274.7,323.42,257.73,314.38,234.61,321.98
59.25,3.73,342.71,312.2,327.43,334.68,365.83,301.2,282.53,214.28,294.42
60.75,3.73,133.95,99.68,86.7,94.74,84.11,109.14,85.54,80.73,67.3
62.25,3.73,6.82,7.04,5.54,5.77,8.85,7.09,5.79,6.77,4.72
63.75,3.73,8.11,14.01,13.37,11.84,63.34,14.65,11.8,15.25,17.7
65.25,3.73,9.85,8.42,9.78,7.69,33.25,6.47,7.51,6.72,9.37
66.75,3.73,129.29,63.83,91.47,71.09,73.9,58.91,76.49,61.85,51.07
68.25,3.73,1346.3,833.03,999.3,797.29,307.7,656.9,768.92,719.2,528.7
69.75,3.73,3094.9,2817.2,2814,2531.7,1025.6,2396.5,2279.8,2199,1964.9
71.25,3.73,2318.5,2850.1,2235.3,2543.3,1620.2,2614.1,2386.6,2139.7,2498.1
72.75,3.73,751.92,1027.6,758.8,943.47,939.05,987.9,982.38,825.6,1123.6
74.25,3.73,237.57,282.44,240.03,277.49,367.99,280.52,300.66,265.1,332.44
75.75,3.73,82.19,88.24,85.33,88.9,126.77,89.76,96.35,93.65,101.63
77.25,3.73,88.36,88.83,90.91,89.37,116.96,95.01,94.39,103.8,94.92
78.75,3.73,117.59,118,127.22,120.37,134.98,131.36,128.4,137.39,119.34
80.25,3.73,171.51,168.5,185.2,183.97,182.99,197.07,189.64,183.23,162.46
81.75,3.73,242.91,247.8,263.66,266.31,230.95,271.39,268.52,231.03,224.25
83.25,3.73,319.89,321.97,326.03,332.03,270.5,317.93,324.94,262.53,272.37
84.75,3.73,355.51,346.19,343.37,322.41,296.1,315.95,334.79,286.97,281.63
86.25,3.73,412.09,404.23,393.33,357.45,379.86,348.15,375.52,358.78,329.63
87.75,3.73,332.71,337.09,333.69,311.48,320.05,294.07,316.02,314.16,298.85
89.25,3.73,227.81,228.29,227.46,241.39,232.81,226.4,216.94,222.38,226.56
90.75,3.73,151.52,160.08,154.85,159.14,158.56,159.78,147.66,152.22,161.32
92.25,3.73,145.98,155.72,147.88,142.75,150.05,148.48,148.29,142.93,151.17
93.75,3.73,138.28,144.81,137.85,137.31,137.88,140.02,139.56,136.91,141.41
95.25,3.73,133.58,136.9,130.89,134.44,128.16,139.34,133.54,132.05,133.29
96.75,3.73,110.29,106.98,109.56,114.32,102.32,115.4,109.94,108.97,108.8
98.25,3.73,121.98,117.35,123.16,125.11,99.13,115.67,109.6,106.06,107.97
99.75,3.73,105.69,118.34,103.33,103.36,82.88,93.65,88.55,86.36,86.68
101.25,3.73,79.79,98.09,76.04,74.32,69.29,72.65,70.73,68.93,73.08
102.75,3.73,92.69,109.94,92,87.41,82.16,93.98,90.16,89.28,103.95
104.25,3.73,156.13,157.31,156.32,146.63,136.37,156.93,143.96,151.51,171.68
105.75,3.73,231.83,194.83,225.97,205.06,215.79,222.01,200.88,210.5,210.87
107.25,3.73,212.06,138.74,202.99,139.38,176.74,203.13,228.83,228.76,186.98
108.75,3.73,54.13,42.35,49.66,35.48,52.34,45.95,71.93,78.55,49.41
110.25,3.73,44.4,71.89,42.55,61.24,47.75,39.38,44.48,44.84,40.93
111.75,3.73,464.16,509.62,429.13,465.92,396.62,398.78,358.2,355.29,337.41
113.25,3.73,52.75,36.57,56.02,50.53,54.81,47.19,39.85,33.26,41.34
114.75,3.73,28.38,24.45,36.13,13.46,52.98,32.74,61.18,52.15,44.58
116.25,3.73,79.96,79.56,74.76,81.7,77.22,76.44,68.47,74.75,64.13
117.75,3.73,52.88,57.32,48.89,69.33,44.44,52.77,42.9,45.17,44.72
119.25,3.73,44.15,46.6,39.47,53.44,33.38,40.98,37.43,36.56,38.87
120.75,3.73,40.45,43.52,38.88,44.08,33.07,38.53,38.52,35.88,39.21
122.25,3.73,60.82,63,59.15,61.92,52.85,58.19,56.85,54.36,57.25
123.75,3.73,120.81,125.22,120.3,127.28,112.55,118.22,117.48,115,115.1
125.25,3.73,198.25,200.18,191.64,190.44,173.54,186.34,196.32,180.33,176.19
126.75,3.73,82.46,81.24,79.76,74.16,68.35,74.31,85.38,73.36,77.16
128.25,3.73,48.6,49.94,48.05,43.6,41.97,44.79,51.92,45.76,48.16
129.75,3.73,43.8,45.1,42.85,41.27,37.53,40.61,46.4,41.6,42.73
131.25,3.73,49.15,51.22,48.1,43.87,39.28,44.55,51.33,45.08,46.89
132.75,3.73,67.74,67.64,64.17,57.31,58.79,58.8,65.02,59.3,60.57
134.25,3.73,125.87,125.83,122.23,111.86,114.75,113.05,120.36,113.74,114.38
135.75,3.73,232.58,227.92,228.76,228.09,217.27,223.98,229.9,216.23,226.58
137.25,3.73,151.94,142.61,149.09,151.71,139.93,140.41,143.76,139,146.02
138.75,3.73,77.09,72.35,75.62,74.35,75.16,72.86,72.75,72.18,74.49
140.25,3.73,84.74,83.98,85.61,83.22,86.89,84.01,82.98,80.78,84.7
141.75,3.73,101.99,102.79,102.12,103.7,102.6,98.5,99.54,95.15,99.41
143.25,3.73,88.21,90.1,88.48,90.38,90.75,87.18,86.3,84.88,85.02
144.75,3.73,81.6,81.71,83.51,85.58,87.56,83.96,82.46,84.26,81.43
146.25,3.73,113.58,103.85,113.12,121.02,129.14,119.2,111.96,122.22,112.4
147.75,3.73,102.29,99.18,103.69,107.16,103.27,104.42,104.02,105.83,107.3
149.25,3.73,103.7,105.26,105.98,105.82,108.05,107.2,105.89,108.13,112.21
150.75,3.73,121.99,125.2,124.24,123.19,129.37,128.35,123.61,129.22,132.74
152.25,3.73,141.03,144.78,144.26,140.87,154.43,148.83,142.95,152.47,155.41
153.75,3.73,159.33,164.38,163.55,166.52,170.89,161.48,164.84,168.52,176.2
155.25,3.73,258.78,255.75,257.35,271.5,275.75,266.41,259.97,274.59,261.5
156.75,3.73,354.77,317.37,327.64,382.8,352.51,366.93,323.33,360.78,302.58
158.25,3.73,264.83,269.42,272.13,271.74,261.04,270.47,283.4,277.08,278.06
159.75,3.73,208.52,228.53,220.8,173.39,211.06,193.59,248.2,219.53,253.16
161.25,3.73,184.86,198.48,185.3,127.01,211.65,151.91,216.83,204.02,235.89
162.75,3.73,260.92,278.57,252.81,160.87,268.76,210.27,319.84,298.8,342.36
164.25,3.73,417.17,434.58,385.02,238.09,452.13,312.68,507.05,486.03,503.82
165.75,3.73,651.13,631.04,576.1,459.41,639.5,569.64,716.01,760.9,673.33
167.25,3.73,829.86,776.7,757.25,862.33,690.41,849.64,801.8,836.78,739.97
168.75,3.73,663.14,651.32,646.17,730.95,506.34,693.94,617.18,559.96,571.57
170.25,3.73,510.77,490.36,483.14,533.67,385.32,481.31,444.97,393.18,423.84
171.75,3.73,90.59,100.4,98.99,97.07,91.22,93.4,96.95,88.25,107.59
9.75,4.78,103.71,89.8,79.89,48.55,39.71,24.24,29.4,7.72,21.78
11.25,4.78,108.95,89.37,79.04,56.95,30.81,17.42,24.31,9.08,23
12.75,4.78,125.8,99.32,91.39,64.33,35.79,16.57,29.95,12.45,32.66
14.25,4.78,195.58,143.47,141.06,100.31,39.69,17.18,54.01,23.78,62.57
15.75,4.78,246.91,160.6,143.89,105.09,31.42,18.55,89.78,49.58,53.83
17.25,4.78,337.78,201.22,133.87,128.04,26.78,29.43,101.17,127.53,47.59
18.75,4.78,602.31,367.22,162.55,246.1,85.69,97.47,139.22,393.88,129.1
20.25,4.78,810.13,573.87,246.19,411.96,356.56,401.82,137.65,770.14,332.2
21.75,4.78,776.19,524.04,386.81,390.69,250.73,664.94,154.75,510.17,236.1
23.25,4.78,688.73,433.21,527.79,291.49,130.94,497.23,171.51,339.69,144.04
24.75,4.78,644.42,365.77,678.35,230.51,89.93,289.34,200.13,279.72,108.27
26.25,4.78,587.63,321.96,532.27,143.59,65.76,173.55,177.02,213.48,90.98
27.75,4.78,629.46,378.19,371.79,118.38,58.36,140.47,132.78,189.14,88.77
29.25,4.78,571.46,435.26,273.9,167.96,69.53,157.88,115.98,209.24,107.38
30.75,4.78,322.22,288.69,212.45,238.23,86.28,222.97,124.47,142.18,133.15
32.25,4.78,224.81,188.67,183.56,261.47,122.23,307.22,126.92,139.95,208.96
33.75,4.78,307.48,241.92,277.98,329.15,202.66,315.85,159.04,251.66,334.26
35.25,4.78,821.14,542.7,723.53,450.86,364.02,336.3,265.29,514.6,468.95
36.75,4.78,1588.8,890.24,1197,554.68,564.61,375.56,404.88,802.46,565.92
38.25,4.78,1324.2,928.46,945.03,494.94,726.98,572.13,541.9,900.5,624.08
39.75,4.78,573.8,614.52,514.87,359.84,812.93,658.08,644.55,756.3,626.26
41.25,4.78,329.23,524.91,416.54,446.04,877.84,861.46,686.71,560.91,640.27
42.75,4.78,636.69,974.09,658.16,607.94,1032.1,1061.5,792.84,529.82,758.66
44.25,4.78,1647.6,1897.1,1483.1,1060.3,1152.5,1173.1,995.64,620.72,876.05
45.75,4.78,2199.9,2143.4,1683.4,1263.6,966.16,648.85,928.17,627.04,779.51
47.25,4.78,1535,1475.7,1160.7,933.22,685.97,414.21,730.86,753.75,631.75
48.75,4.78,834.57,708.34,768.58,687.55,424.6,403.33,626.51,877.15,560.93
50.25,4.78,391.73,393,445.98,504.46,292.7,343.74,415.46,646.14,425.45
51.75,4.78,166.58,208.45,194.34,191.29,216.86,164.76,180.53,211.68,195.38
53.25,4.78,90.51,107.84,90.74,83.95,173.79,84.12,86.67,82.3,105.21
54.75,4.78,89.58,96.2,96.14,86.2,161.25,97.33,115.12,95,129.56
56.25,4.78,139.28,141.57,160.84,153.54,192.17,164.75,236.26,157.1,234.45
57.75,4.78,266.73,254.25,300.37,282.53,285.23,252.07,389.81,208.37,344.5
59.25,4.78,397.97,315.08,338.2,395,273.3,350.03,361.64,223.05,296.86
60.75,4.78,137.29,107.66,86.78,122.31,77.05,133.26,100.55,89.25,70.03
62.25,4.78,11.73,15.58,10.01,16.68,17.58,17.98,11.84,15.1,10.3
63.75,4.78,6.64,13.65,10.61,13.17,37.26,14.59,10.27,13.19,16.98
65.25,4.78,10.05,10.95,10.55,10.47,22.17,8.43,9.17,7.48,12.14
66.75,4.78,63.52,40.34,47.74,45.46,30.59,32.26,42.06,27.93,34.24
68.25,4.78,457.25,286.48,341.22,317.62,102.6,238.59,286.69,229.65,207.98
69.75,4.78,1656.7,1250.3,1400.3,1339.6,451.24,1196.6,1185.9,1086.6,953.46
71.25,4.78,2481.5,2404,2235.1,2431,1311.6,2502.5,2373,2117.3,2213.1
72.75,4.78,1486.2,1706.3,1401.7,1631.2,1557.9,1778.8,1825.4,1543.7,1919
74.25,4.78,585.84,669.45,556.38,640.05,945.11,659.08,737.61,645.8,805.85
75.75,4.78,205.73,225.2,200.39,213.49,387.39,216.29,240.03,231.64,261.55
77.25,4.78,138.81,146.22,137.82,138.85,236.18,142.89,147.62,159.88,155.61
78.75,4.78,129.75,138.73,138.04,135.78,195.2,142.79,140.7,153.52,139.51
80.25,4.78,146.08,156.24,160.41,163.34,192.93,171.91,162.65,163.34,149.04
81.75,4.78,176.91,197.49,201.37,206.92,198,211.39,203.7,180.78,179.5
83.25,4.78,217.34,236.84,234.69,242.17,206.42,236.72,235.85,193.11,208.04
84.75,4.78,239.66,247.31,243.13,235.96,212.66,230.95,241.31,206.73,216.35
86.25,4.78,277.05,276.42,271.34,259.35,258.26,247.95,264.76,254.29,246.29
87.75,4.78,234.18,236.62,235.26,233.82,231.1,219.03,227.87,236.14,225.3
89.25,4.78,173.99,176.56,173.85,192.29,180.15,180.46,170.08,181.76,180.22
