X,Depth,R1,R2,R3,R4,R5,R6,R7,R8,R9
113.25,8.6,127.78,166.9,136.47,140.39,120.24,134.26,114.06,94.56,134.95
114.75,8.6,207.43,217.45,227.05,181.22,207.96,215.49,207.99,192.73,227.95
116.25,8.6,232.5,212.96,250.02,199.35,248.38,239.31,245.94,264.5,259.71
117.75,8.6,186.81,163.67,193.78,176.92,211.12,197.47,199.43,240.58,210.46
119.25,8.6,127.31,112.5,127.66,135.94,150.73,139.61,135.51,173.34,144.7
120.75,8.6,85.54,79.4,85.55,99.42,104.87,98.78,91.79,117.96,99.53
122.25,8.6,64.6,62.56,65.01,76.88,80.31,76.94,68.96,85.98,76.1
123.75,8.6,56.19,57.19,58.5,67.36,70.68,67.74,60.39,71.61,67.63
125.25,8.6,55.61,58.34,58.9,65.31,70.56,66.5,59.01,67.12,66.7
126.75,8.6,57.67,61.49,61.76,66.91,73.94,68.22,60.48,68.04,68.15
128.25,8.6,60.64,65.56,65.77,68.84,78.25,71.96,63.71,71.85,70.4
129.75,8.6,64.76,69.74,70.35,73.08,82.73,76,68.29,78.46,73.91
131.25,8.6,69.87,74.32,75.72,79.01,87.37,81.81,74.81,87.66,79.43
132.75,8.6,75.84,78,80.25,84.86,92.83,89.23,81.25,97.78,84.83
134.25,8.6,80.15,81.02,84.68,88.9,96.47,95.78,87.73,107.03,89.37
135.75,8.6,82.84,82.55,87.65,90.4,97.26,97.9,92.84,110.74,92.76
137.25,8.6,83.07,81.63,87.63,87.76,94.52,95.56,93.76,107.4,93.48
138.75,8.6,82.87,80.98,87.09,83.66,91.7,93.13,92.12,101.56,93.02
140.25,8.6,83.89,82.67,88.16,81.12,90.88,91.72,90.74,96.95,93.47
141.75,8.6,85.55,84.66,89.33,80.46,91.08,90.28,88.95,93.19,92.94
143.25,8.6,86.39,85.2,89,81.9,89.65,87.71,85.88,89.18,90
144.75,8.6,86.68,84.91,87.86,83.39,85.69,86.03,83.07,85.22,86.76
146.25,8.6,86.49,84.14,85.71,83,80.65,84.06,80.85,81.52,83.51
147.75,8.6,85.63,85.85,85.17,81.99,76.05,82.22,80.98,78.69,82.41
149.25,8.6,86.88,90.37,86.61,82.51,76.42,83.52,83.11,78.57,83.4
150.75,8.6,90.34,97.09,90.37,85.39,82.34,88.61,87.46,83.5,86.92
152.25,8.6,96.26,105.85,97.26,91.66,93.51,96.45,94.78,92.69,93.55
153.75,8.6,106.09,116.34,107.81,105.38,110.34,108.63,105.63,105.95,103.58
155.25,8.6,119.32,126.52,120.43,125.69,128.86,126.32,117.83,120.95,114.8
156.75,8.6,134.6,135.42,133.43,148.78,143.54,145.82,129.7,133.86,125.93
158.25,8.6,139.91,136.47,138.78,160.56,143.89,152.16,133.22,134.95,130.97
159.75,8.6,134.98,124.72,132.45,159.76,127.1,144.87,123.64,121.36,127.07
21.75,10.13,1090.2,768,1257,401.82,304.73,154.45,372.5,288.44,245.66
23.25,10.13,866.75,677.96,1195.8,493.71,386.45,192.1,487.13,308.03,285.11
24.75,10.13,720.21,601.22,1084.7,529.36,422.18,215.13,550.06,299.57,292.63
26.25,10.13,558.1,503.94,870.94,500.63,418.64,222.33,545.02,270.41,275.15
27.75,10.13,376.12,373.3,554.47,409.65,389.16,215.44,478.82,227.16,243.46
29.25,10.13,220.77,254.93,309.64,307.91,331.31,195.31,374.28,177.69,203.29
30.75,10.13,133.03,170.47,178.07,221.63,262.59,171.01,277.5,133.29,163.01
32.25,10.13,91.65,116.3,103.92,154.38,197.25,149.45,199.53,102.27,130.6
33.75,10.13,75.58,85.84,69.68,109.68,152.27,124.41,137.91,82.48,110.42
35.25,10.13,75.38,74.06,59.38,84.61,126.9,106.05,100.88,71.61,103.13
36.75,10.13,84.92,74.53,59.31,81.32,116.04,99.47,86.6,67.58,107.18
38.25,10.13,99.27,83.49,64.12,90.41,115.58,102.57,86.09,68.14,121.96
39.75,10.13,111.39,87.96,73.58,101.3,123.06,115.67,95.74,72.23,134.9
41.25,10.13,113.5,96.41,94.46,122.47,128.5,151.53,107.77,77.25,142.92
42.75,10.13,124.89,115.49,138.72,151.96,134.15,177.91,127.37,88.71,152.67
44.25,10.13,147.38,139.53,172.89,197.53,132.33,194.88,166.92,105.31,162.45
45.75,10.13,175.07,171.09,194.79,263.05,124.88,193.86,190.55,123.78,170.28
47.25,10.13,212.35,185.76,209.8,295.7,117.09,193.95,208.22,146.77,173.68
48.75,10.13,222.73,190.44,221.95,301.77,115.87,197.99,219.58,175.13,171.02
50.25,10.13,238.29,202.03,228.02,273.53,124.82,184.43,214.17,164.88,156.08
51.75,10.13,265.51,221.52,215.82,238.63,142.36,174.89,205.65,140.6,143.41
53.25,10.13,319.28,256.21,226.1,229.84,174.63,179.22,200.9,129.77,147.41
54.75,10.13,430.94,334.67,283.91,244.57,223.73,214.13,229.79,147.87,181.32
56.25,10.13,571.42,447.51,395.03,294.98,289.25,291.79,287.04,192.65,247.05
57.75,10.13,626.64,534.77,499.21,349.07,348.12,373.1,318.61,237.5,307.84
59.25,10.13,467.34,456.49,410.43,329.83,328.95,375.17,253.54,227.7,279.91
60.75,10.13,224.56,256.3,207.45,206.77,216.07,236.51,138.84,149.75,175.99
62.25,10.13,84.13,106.87,79.89,98.01,104.15,104.25,60.98,70.77,87.12
63.75,10.13,32.25,41.21,30.54,41.97,42.8,41,26.65,28.86,40.3
65.25,10.13,14.96,17.48,13.53,19.42,18.01,16.99,13.38,12.17,19.43
66.75,10.13,9.35,9.48,8.27,11.92,9.7,9.14,8.97,6.51,11.45
68.25,10.13,9.31,8.18,8.52,10.99,8.45,8.77,9.4,7.27,9.84
69.75,10.13,14.8,12.01,14.56,16.36,12.94,15.62,15.22,14.73,14.22
71.25,10.13,29.83,24.13,31.3,31.35,29.4,33.46,31.1,36.06,28.1
72.75,10.13,62.91,52.1,66.84,63.21,73.56,71.73,66.21,85.6,58.86
74.25,10.13,127.57,108.2,131.25,122.4,168.17,141.17,131.54,181.68,116.86
75.75,10.13,235.76,204.36,228.86,217.3,332.69,246.98,231.24,333.59,210.11
77.25,10.13,356.74,318.54,330.01,328.72,512.19,359.3,330.95,492.36,316.93
78.75,10.13,448.01,419.58,409.71,433.23,639.34,458.54,405.95,611.97,417.42
80.25,10.13,479.17,472.51,448.99,499.54,670.31,521.28,438.69,657.09,483.41
81.75,10.13,456.84,475.22,451.88,511.54,614.13,537.57,439.08,635.61,507.28
83.25,10.13,413.95,439.84,424.77,477.76,522.05,509.51,417.72,573.28,490.25
84.75,10.13,365.75,385.44,380.71,414.3,428.54,449.27,386.41,500.19,446.11
86.25,10.13,334.83,339.74,341.61,356.33,362.97,388.23,365.11,439.78,397.29
87.75,10.13,323.98,314.71,319.92,314.81,325.72,345.98,361.05,400.59,361.06
89.25,10.13,321.39,299.25,307.73,287.75,305.6,317.26,364.96,371.29,336.22
90.75,10.13,318.35,287.22,300.95,265.13,293.37,294.28,366.47,344.33,316.79
92.25,10.13,306.6,268.01,289.34,244.87,283.08,270.54,351.96,313.63,293.85
93.75,10.13,281.44,237.49,264.9,225.76,268.08,242.13,316.12,277.86,261.39
95.25,10.13,243.16,197.59,226.57,202.74,244.79,210.95,265.21,238.03,223.71
96.75,10.13,198.48,157.73,184.74,174.23,216.56,178.16,213.33,197.95,186.33
98.25,10.13,158.09,124.97,147.89,145.55,185.57,149.21,170.92,161.92,153.44
99.75,10.13,124.9,98.92,117.41,117.47,151.61,123.04,137.58,132.28,124.46
101.25,10.13,95.89,76.2,90.14,90.07,113.92,96.74,109.26,105.14,97.53
102.75,10.13,67.6,55.08,63.94,63.57,76.95,68.85,79.53,76.42,69.77
104.25,10.13,41.39,36.19,39.69,40.41,46.31,42.59,49.72,47.55,43.52
105.75,10.13,22.59,22.76,22.18,24.31,26.18,23.73,27.01,25.55,24.6
107.25,10.13,13.52,16.74,13.65,16.97,16.71,14.71,15.33,14.1,15.48
108.75,10.13,12.48,18.82,12.98,18.09,15.74,14.13,12.92,11.31,14.87
110.25,10.13,20.57,33.6,21.91,30.43,24.45,23.82,19.85,16.52,24.61
111.75,10.13,46.9,73.04,50.9,62.33,51.65,53.9,44.36,36.37,55.23
113.25,10.13,104.31,141.93,115.71,116.32,111.4,118.26,102.68,87.09,123.1
114.75,10.13,183.32,212.81,206.56,174.32,201.28,205.73,194.64,180.46,221.55
116.25,10.13,227.68,232.64,254.66,208.03,266.73,254.11,256.22,270.04,281.46
117.75,10.13,202.27,192.65,221.16,195.66,256.39,231.09,234.2,278.3,254.86
119.25,10.13,146.02,136.02,155.75,156.2,199.32,173.39,170.59,219.7,187.09
120.75,10.13,98.23,92.95,103.99,115.05,142.67,122.68,115.43,153.92,128.71
122.25,10.13,69.26,67.1,73.32,85.45,105.06,89.79,80.67,107.79,91.93
123.75,10.13,53.89,54.1,58.15,68.62,84.59,71.46,62.25,81.67,72.49
125.25,10.13,47.26,48.81,51.6,60.41,75.78,63,53.36,68.72,63.21
126.75,10.13,45.32,47.64,49.84,57.82,73.07,60.21,50,64.25,59.48
128.25,10.13,46.17,49.13,51.08,58.21,73.08,61.17,50.3,64.74,58.91
129.75,10.13,48.97,51.88,53.98,61.04,73.81,63.85,52.96,68.64,60.58
131.25,10.13,52.92,55.32,57.86,65.02,74.41,67.93,57.55,74.75,64.01
132.75,10.13,57.63,58.67,61.71,68.74,75.09,72.88,62.82,81.55,67.79
134.25,10.13,61.38,61.29,65.16,70.86,74.7,76.81,68.05,87.42,70.8
135.75,10.13,63.71,62.62,67.32,71.23,73.38,77.91,72.13,89.76,72.94
137.25,10.13,64.2,62.46,67.72,69.72,71.51,76.73,73.6,88,73.88
138.75,10.13,63.33,61.68,67.06,66.85,69.8,74.9,72.3,83.71,73.48
140.25,10.13,61.93,61.15,66.17,63.86,68.65,72.59,69.54,78.87,72.41
141.75,10.13,60.69,60.74,65.21,61.73,67.91,70.01,66.2,74.37,70.5
143.25,10.13,59.96,60.44,64.25,61.19,66.71,67.62,63.03,70.55,67.93
144.75,10.13,60.31,60.89,63.9,61.46,64.68,66.61,61.19,67.88,66.1
146.25,10.13,61.68,62.25,64.16,61.62,62.7,66.43,60.91,66.44,65.22
147.75,10.13,63.53,65.21,65.7,62.03,61.6,66.96,62.56,66.19,66.03
149.25,10.13,66.96,70.09,68.84,63.86,63.66,69.68,66.09,67.98,68.65
150.75,10.13,72.71,77.4,74.42,68.14,69.93,75.65,72.11,73.63,73.9
152.25,10.13,80.4,86.27,82.22,75.05,79.33,83.75,80.17,81.91,81.36
153.75,10.13,87.63,93.5,89.53,83.6,88.92,91.91,87.54,89.93,88.37
155.25,10.13,97.71,101.27,98.72,97.25,99.13,103.34,96.1,98.78,96.64
156.75,10.13,115.9,112.71,113.03,121.42,109.29,120.79,108.71,109.09,108.97
26.25,11.82,373.09,400.94,831.22,396.69,367.75,178.72,468.04,244.89,267.35
27.75,11.82,277.87,302.23,506.93,334.03,383.13,177.92,437.42,209.12,250.65
29.25,11.82,206.44,235.21,336.73,278.1,362.97,170.07,382.74,178.41,224.86
30.75,11.82,155.36,183.28,229.52,225.25,318.85,158.07,315.71,149.57,193.74
32.25,11.82,124.21,141.41,150.72,174.4,260.79,146.22,244.38,125.69,163.87
33.75,11.82,108.28,111.68,104.23,133.44,210.45,130.26,180.73,104.26,140.67
35.25,11.82,107.44,98.66,86.4,109.82,178.83,118.1,141.81,89.06,129.75
36.75,11.82,118.19,97.32,81.74,106.19,160.81,113.62,126.58,79.9,130.49
38.25,11.82,135.35,104.35,82.08,113.7,151.27,116.15,126,76.6,141.93
39.75,11.82,146.26,106.28,85.22,123.58,148.54,128.08,134.7,78.69,151.82
41.25,11.82,139.06,108.52,95.43,141.49,144.28,157.55,142.68,83.41,156.05
42.75,11.82,134.71,116.87,119.19,165.93,141.93,180.58,155.15,94.84,160.47
44.25,11.82,141.93,130.9,134.76,206.01,138.47,199.12,183,112.56,166.05
45.75,11.82,162.33,157.14,151.79,265.47,136.06,207.06,199.86,134.77,172.09
47.25,11.82,201.02,180.11,175.24,307.43,136.75,216.97,215.85,166.05,176.96
48.75,11.82,237.08,205.21,208.56,334.71,146.05,233.54,233.58,210.62,181.7
50.25,11.82,290.83,245.34,249.72,341.84,167.85,243.11,248.49,235.72,182.58
51.75,11.82,369.35,303.6,286.76,344.48,201.43,262.09,265.56,250.83,188.55
53.25,11.82,481.17,383.59,344.07,359.17,250.77,295.43,279.02,272.31,206.62
54.75,11.82,632.38,495.65,435.84,376.26,312.52,351.41,300.41,312.95,242.15
56.25,11.82,748.05,599.55,545.42,395.57,376.83,426.67,316.1,358.4,287.77
57.75,11.82,699.58,612.62,586.46,383.35,417.05,460.45,289.53,362.84,308.52
59.25,11.82,463.39,461.13,433.55,304.49,375.22,387.82,206.9,288.05,258.08
60.75,11.82,219.7,247.67,216.71,181.88,248.01,228.4,114.47,170.24,162.78
62.25,11.82,85.73,104.7,85.35,88.9,123.52,102.51,53.77,79.17,83.4
63.75,11.82,32.41,40.42,31.8,39.72,52.66,41.18,24.25,32.77,38.99
65.25,11.82,13.26,16.06,12.71,18.07,22.71,16.76,11.59,13.7,18.27
66.75,11.82,6.5,7.37,6.3,9.54,11.55,7.99,6.56,6.67,9.52
68.25,11.82,4.59,4.71,4.72,6.59,8.09,5.73,5.1,5.42,6.34
69.75,11.82,5.38,5.01,6.06,7.06,8.73,7.34,6.08,7.76,6.57
71.25,11.82,9.59,8.47,11.7,11.27,14.52,13.16,10.62,15.76,10.49
72.75,11.82,21.11,18.26,25.87,22.6,31.24,27.8,22.99,36.06,20.97
74.25,11.82,49.61,42.68,57.75,49.35,70.64,60.96,52.03,82.37,45.37
75.75,11.82,111.96,96.71,120.48,105.92,151.26,127.18,111.21,173.96,96.47
77.25,11.82,216.23,190.12,216.26,202.58,277.01,230.77,203.44,311.56,183.45
78.75,11.82,347.58,316.34,332.8,335.64,427.63,363.74,317.39,472.8,305.88
80.25,11.82,465.75,441.91,443.11,472.26,556.73,496.24,425.18,610.66,439.38
81.75,11.82,540.39,535.67,528.27,569.6,624.64,595.6,510.42,691.66,552.05
83.25,11.82,577.42,583.52,578.23,608.46,631.19,642.24,568.61,711.18,619.08
84.75,11.82,588.61,590.94,596.19,593.2,596.35,635.82,605.86,689.03,638.05
86.25,11.82,597,578.64,597.22,553.3,551.62,597.71,637.52,647.02,623.52
87.75,11.82,613.11,564.59,598.09,508.31,513.36,552.84,672.66,602.67,596.17
89.25,11.82,625.13,542.66,592.86,465.72,480.47,506.25,698.13,555.69,561.44
90.75,11.82,615.41,505.67,572.4,418.95,445.53,454.85,691.8,501.22,515.67
92.25,11.82,570.84,445.82,524.13,367.84,403.08,396.07,635.11,435.82,453.64
93.75,11.82,492.9,368.28,446.99,315.31,350.7,330.89,534.14,363.45,376.86
95.25,11.82,394.64,284.32,352.33,260.74,290.8,266.37,414.15,290.36,297.7
96.75,11.82,294.99,208.71,261.49,205.86,230.91,206.52,302.92,223.14,225.95
98.25,11.82,210.99,149.37,187.02,156.79,175.4,156.59,215.05,166,166.49
99.75,11.82,146.2,104.91,129.99,114.33,126.39,115.06,149.03,120.33,118.63
101.25,11.82,97.2,71.56,86.71,79.02,85.12,80.3,100.2,83.58,81.17
102.75,11.82,60.7,47.11,54.81,51.5,53.95,52.31,63.47,54.23,52.48
104.25,11.82,35.52,30.31,32.82,32.34,33.13,32.12,37.61,32.6,32.31
105.75,11.82,20.92,20.68,20,21.24,21.34,20.07,22.13,19.26,20.43
107.25,11.82,14.83,17.57,14.76,17.14,16.69,15.23,15.34,13.18,15.72
108.75,11.82,15.44,21.46,16.03,19.68,18.33,16.87,15.48,12.96,17.56
110.25,11.82,24.36,36.75,26.26,31.6,28.8,27.8,24.17,19.76,28.98
111.75,11.82,49.1,73.99,54.64,60.1,56.55,57.14,49.5,40.45,59.9
113.25,11.82,101.33,143.34,115.9,112.29,115.74,118.83,106.78,90.09,126.84
114.75,11.82,178.62,229.04,208.31,180.01,210.4,210.62,200.62,182.17,231.37
116.25,11.82,237.14,274.34,277.33,231.67,299.32,281.88,282.65,286.98,318.12
117.75,11.82,231.19,246.85,266.99,234.75,319.16,282.32,286.22,327.98,319.38
119.25,11.82,179.37,182.48,203.09,197.93,270.64,227.83,225.46,284.97,253.07
120.75,11.82,124.46,124.41,138.99,149.47,202.81,165.38,156.85,210.54,178.5
122.25,11.82,85.99,85.74,95.07,109.55,148.55,118.16,106.93,147.5,123.87
123.75,11.82,63.12,63.76,69.9,83.43,113.78,88.43,77,106.65,90.78
125.25,11.82,51.13,52.41,56.58,68.22,94.08,71.84,60.46,83.36,72.25
126.75,11.82,45.69,47.31,50.4,60.73,83.32,63.62,52.25,71.98,62.61
128.25,11.82,44.49,46.29,48.83,58.17,77.27,60.91,49.48,67.9,58.39
129.75,11.82,46.26,47.69,50.12,59.06,73.27,61.41,50.27,68.53,57.78
131.25,11.82,49.94,50.55,53.18,61.76,70.02,63.98,53.68,72.05,59.64
132.75,11.82,54.83,54,57.01,64.87,67.38,67.71,58.55,76.82,62.57
134.25,11.82,59.14,56.87,60.52,66.88,64.65,70.77,63.68,81.08,65.17
135.75,11.82,61.59,58.18,62.47,67.15,62,71.52,67.52,82.58,66.84
137.25,11.82,61.32,57.57,62.26,65.5,59.83,70.1,68.47,80.56,67.13
138.75,11.82,58.64,55.62,60.27,62.01,58.18,67.39,65.99,75.77,65.59
140.25,11.82,54.72,53.22,57.42,57.78,57.01,63.71,61.4,69.95,62.85
141.75,11.82,51.18,51.16,54.79,54.25,56.39,60.03,56.56,64.65,59.72
143.25,11.82,49.1,50.03,53.08,52.33,55.85,57.41,52.9,60.86,57.05
144.75,11.82,48.75,50.1,52.59,51.5,54.9,56.47,51.12,58.81,55.67
146.25,11.82,50.08,51.56,53.37,51.18,54.26,56.91,51.35,58.47,55.78
147.75,11.82,52.26,54.09,55.23,51.38,54.47,58.29,53.23,59.45,57.34
149.25,11.82,55.98,58.19,58.63,53.44,57.04,61.36,56.84,62.01,60.48
150.75,11.82,62.94,65.39,65.25,58.69,63.25,67.84,63.64,67.98,66.82
152.25,11.82,78.45,80.37,79.97,71.65,76.66,82.01,78.24,80.78,80.71
30.75,13.68,143.82,184.85,282.61,220.31,321.69,153.1,334.88,197.4,229.47
32.25,13.68,131.58,154.95,186.97,179.89,268.35,153.46,258.3,192.33,208.52
33.75,13.68,127.53,137.7,144.07,155.51,237.34,148.79,213.9,176.23,192.58
35.25,13.68,136.38,133.38,128.77,144.05,221.71,145.19,191.35,156.99,186.26
36.75,13.68,174.41,146.5,134.27,153.76,222.21,148.02,198.6,135.57,196.41
38.25,13.68,229.2,169.85,142.23,172.67,220.59,157.62,222.46,123.57,220.68
39.75,13.68,262.5,182.8,144.13,191.82,218.73,178.37,250.86,122.16,240.58
41.25,13.68,252.25,188.02,146.64,217.76,211.81,215.83,263.85,125.93,246.65
42.75,13.68,230.22,192.66,155.86,249.29,205.64,248.28,267.58,138.96,245.56
44.25,13.68,219.56,200.48,159.88,294.64,200.09,274.82,274.64,161.13,241.13
45.75,13.68,229.37,221.23,173.05,355.45,198.74,289.08,269.42,191.75,236.47
47.25,13.68,263.86,244.94,199.91,403.79,203.63,303.12,267.71,239.43,232.37
48.75,13.68,312.14,278.34,244.55,442.2,219.67,326.4,277.24,313.19,232.85
50.25,13.68,393.09,336.43,308.83,471.75,252.04,354.52,298.79,391.19,237.12
51.75,13.68,518.8,426.79,385.54,505.04,297.9,405.6,332.15,480.12,251.92
53.25,13.68,698.59,554.13,490.62,543.02,355.93,482.73,355.64,588.81,278.49
54.75,13.68,915.06,714.13,626.71,556.84,415.04,581.05,364.88,712.72,313.75
56.25,13.68,1024.5,824.68,755.61,535.85,460.61,677.32,345.13,787,344.52
57.75,13.68,869.18,771.96,763.33,455.13,472.16,665.4,279.83,705.09,339.71
59.25,13.68,520.88,528.34,524.17,317.91,408.59,486.54,184.96,469.87,266.14
60.75,13.68,230.74,262.88,245.64,176.81,268.89,256.7,100.07,236.47,161.88
62.25,13.68,86,105.85,91.12,84.19,136.41,107.88,47.26,99.07,81.51
63.75,13.68,30.24,38.91,31.24,36.96,59.66,41.02,21.07,38.43,37.23
65.25,13.68,10.79,14.2,10.93,15.91,25.74,15.42,9.41,15.02,16.52
66.75,13.68,4.23,5.58,4.38,7.28,12.17,6.36,4.54,6.48,7.6
68.25,13.68,2.15,2.75,2.43,3.87,7.01,3.55,2.67,4.1,4.01
69.75,13.68,1.78,2.09,2.33,2.96,5.5,3.39,2.27,4.34,3
71.25,13.68,2.7,2.82,4.13,3.73,6.74,5,3.25,7.18,3.73
72.75,13.68,6.42,6.03,9.8,7.39,12.8,10.42,7.42,15.57,7
74.25,13.68,18.56,16.39,25.69,18.8,29.64,25.85,20.13,37.82,16.85
75.75,13.68,52.66,45.59,64.61,49.79,70.48,64.34,53.23,89.58,43.13
77.25,13.68,128.7,112.33,142.25,119.86,151.52,142.11,122.5,186.45,102.41
78.75,13.68,260.79,233.86,268.4,247.55,280.72,270.29,239.31,331.23,212.74
80.25,13.68,438.22,406.79,435.74,426.06,441.34,438.39,397.88,499.71,376.24
81.75,13.68,630.61,605.79,625.98,612.78,595.72,614.09,583.28,652.97,570.26
83.25,13.68,817.49,795.29,815.16,758.02,712.99,757.49,779.51,761.18,754.11
84.75,13.68,985.34,945.73,983.74,833.59,779.63,840.65,976.26,817.6,892.49
86.25,13.68,1132.8,1041.2,1117.5,847.62,800.86,859.77,1165.2,825.4,965.68
87.75,13.68,1250.5,1077.6,1208.6,814.27,785.2,829.93,1326.8,793.71,973.94
89.25,13.68,1306.4,1044.6,1231.6,749.47,735.43,762.04,1412.4,730.77,923.07
90.75,13.68,1261.2,941.33,1165.1,657.39,652.97,664.95,1367.1,641.89,820.81
92.25,13.68,1106.1,779.92,1004.2,548.57,546.67,549.6,1177.6,534.45,679.93
93.75,13.68,880.36,595.51,785.18,437.89,431.2,429.45,904.79,421.97,523.48
95.25,13.68,641.2,421.99,560.42,333.96,321.29,320.38,632.09,317.22,379.19
96.75,13.68,433.96,282.8,373.92,242.88,228.07,229.46,412.71,228.36,261.76
98.25,13.68,279.75,183.49,239,170.28,154.74,160.1,258.79,158.21,174.09
99.75,13.68,174.46,116.64,148.37,114.82,100.57,108.42,157.46,106.11,111.79
101.25,13.68,105.68,73.01,89.71,74.5,62.9,70.81,93.62,68.54,69.77
102.75,13.68,62.43,45.75,53.43,47.11,38.92,44.82,54.46,42.61,42.82
104.25,13.68,36.87,29.81,32.26,30.32,25.05,28.53,31.89,26.13,26.9
105.75,13.68,23.64,22.05,21.48,21.64,18.23,19.94,20.46,17.19,18.91
107.25,13.68,18.92,20.86,18.04,19.3,16.68,17.49,16.58,13.92,16.93
108.75,13.68,21.06,27.1,21.26,23.37,20.62,21.19,19.03,15.67,21.06
110.25,13.68,32.33,46.19,34.52,37.24,33.73,34.94,30.65,24.7,35.51
111.75,13.68,60.81,91.07,68.21,69.29,65.81,68.96,60.93,48.87,71.76
113.25,13.68,120.05,179.48,140.51,131.34,134.44,140.5,128.3,104.95,150.64
114.75,13.68,213.7,306.34,258.54,223.53,252.41,256.39,245.84,212.39,285.06
116.25,13.68,301.27,401.59,370.35,311.43,385.88,370.44,372.13,353.91,425.8
117.75,13.68,316.3,387.58,387.12,339.46,447.96,403.26,410.73,442.33,467.36
119.25,13.68,257.76,293.17,309.29,298.58,403.59,343.17,341.24,414.21,390.02
120.75,13.68,181.51,196.15,212.66,227.38,309.34,251.63,239.38,316.57,276.14
122.25,13.68,123.52,129.36,141.17,163.07,223.65,175.09,159.13,220.25,185.34
123.75,13.68,87.67,90.73,98.42,118.54,164.7,124.58,109.36,153.41,128.21
125.25,13.68,67.95,70.1,74.91,91.32,128.55,94.98,81.28,113.5,95.42
126.75,13.68,58.31,59.97,63.09,76.53,106.71,79.01,66.66,92.16,77.63
128.25,13.68,55.37,56.52,58.69,69.99,92.91,71.86,60.6,82.3,68.95
129.75,13.68,57.38,57.4,59.16,69.2,83.32,70.21,60.27,79.78,66.23
131.25,13.68,63.08,61.21,63,72.04,76.03,72.19,64.27,81.91,67.56
132.75,13.68,71.45,66.69,68.81,76.66,70.45,76.38,71.2,86.5,71.17
134.25,13.68,79.56,71.62,74.48,80.64,65.76,80.28,79.02,91.06,74.89
135.75,13.68,83.87,73.64,77.24,81.92,61.86,81.25,84.57,92.37,77.05
137.25,13.68,81.82,71.6,75.6,79.34,59.03,78.69,84.69,88.84,76.37
138.75,13.68,74.58,66.77,70.5,73.22,57.24,73.7,78.84,81.47,72.46
140.25,13.68,65.55,61.28,64.2,65.85,56.48,67.37,70,72.87,66.96
141.75,13.68,58.59,57.41,59.47,60.14,57.3,61.89,62.2,65.78,62.15
143.25,13.68,55.99,56.53,57.96,57.92,59.17,59.39,58.34,62.24,59.98
144.75,13.68,55.32,56.47,57.55,56.6,59.35,58.64,56.77,60.8,59.12
146.25,13.68,55.79,57.03,57.9,55.07,58.92,59.01,56.78,60.84,59.44
147.75,13.68,55.8,56.96,57.97,51.66,57.38,59.74,57.22,61.65,60.39
35.25,15.72,96.64,128.72,133.51,139.62,175.14,172.48,180.33,374.45,238.85
36.75,15.72,236.79,213.43,216.93,207.22,249.23,194.11,279.5,262.9,304.24
38.25,15.72,435.47,308.56,281.41,271.26,291.47,219.35,400.31,226.1,388.65
39.75,15.72,579.77,372.32,290.89,316.46,315.81,264.52,519.82,218.55,461.19
41.25,15.72,559.7,397.39,275.55,362.87,319.85,336.27,556.09,215.6,480.75
42.75,15.72,464.07,392.45,253.67,411.59,317.3,399.3,525.51,229.65,462.67
44.25,15.72,385.61,369.87,227.77,465.34,307,443.4,467.19,257.95,419.13
45.75,15.72,354.08,364.89,227.3,535.1,300.24,456.54,386.87,296.43,374.9
47.25,15.72,369.57,367.11,253.07,579.33,302.71,458.05,330.28,368.14,336.14
48.75,15.72,411.82,388.11,304.88,614.45,317.31,471.69,312.19,498.98,313.16
50.25,15.72,510.99,451.57,389.67,650.47,357.78,501.92,331.68,666.46,302.42
51.75,15.72,691.72,572.66,494.5,720.25,410.13,595.47,393.31,910.45,317.32
53.25,15.72,996.75,774.14,653.44,820.45,469.69,760.37,425.64,1283.7,352.51
54.75,15.72,1471.8,1093.4,880.32,840.89,511.28,977.08,430.41,1827.6,396.93
56.25,15.72,1752.1,1342.4,1148.9,789.36,525.65,1278.1,394.86,2287,436.37
57.75,15.72,1441.3,1266.4,1327.2,627.9,515.78,1312.1,300.5,2014.1,445.47
59.25,15.72,760.71,801.31,864.53,396.56,456.79,829.99,189.45,1084.2,335.6
60.75,15.72,283.77,339.25,340.91,197.52,300.5,358.94,97.66,408.12,187.41
62.25,15.72,91.64,117.96,105.02,86.87,149.57,126.59,44.12,136.2,86.87
63.75,15.72,28.4,38.8,30.66,35.83,63.91,42.02,18.84,45.85,37.07
65.25,15.72,8.56,12.58,8.85,14.1,26.38,13.62,7.68,15.85,15.16
66.75,15.72,2.53,4.09,2.63,5.51,11.17,4.41,3.05,5.45,5.97
68.25,15.72,0.82,1.43,0.94,2.08,5.06,1.73,1.24,2.65,2.3
69.75,15.72,0.39,0.67,0.58,0.97,2.62,1.27,0.62,2.09,1.1
71.25,15.72,0.48,0.66,1.12,0.87,2.18,1.49,0.65,2.9,0.99
72.75,15.72,1.56,1.57,3.41,1.87,4.29,3.34,2,6.33,1.85
74.25,15.72,7.11,6.18,12.2,6.87,12.17,11.02,8.09,18.2,5.86
75.75,15.72,28.74,24.21,39.93,25.47,36.51,36.22,29.28,51.41,20.62
77.25,15.72,90.56,77.7,109,80.51,96.08,98.63,85.46,124.34,64.18
78.75,15.72,225.17,200.51,247.86,207.37,211.49,221.3,203.34,249.7,165.61
