X,Depth,R1,R2,R3,R4,R5,R6,R7
42.75,13.68,241.32,271.9,197.44,229.22,202.97,193.25,220.27
44.25,13.68,283.51,291.91,214.72,247.86,210.53,209.66,237.73
45.75,13.68,321.54,295.66,227.66,253.89,222.17,228.99,264.71
47.25,13.68,346.69,294.93,239.17,262.02,231.83,250.68,284.04
48.75,13.68,367.03,291,256.41,271.62,253.67,270.99,305.26
50.25,13.68,397.85,297.72,279.91,294.15,276.91,301.36,340.2
51.75,13.68,455.91,324.08,326.33,340.75,314.95,334,396.05
53.25,13.68,538.11,368.35,390.73,414.6,372.91,382.85,477.76
54.75,13.68,652.11,421.15,479.11,514.44,442.03,450.51,579.74
56.25,13.68,776.92,452.07,563.89,606.94,490.2,515.71,647.22
57.75,13.68,815.73,407.12,568.12,591.45,454.43,515.43,608.42
59.25,13.68,646.14,288.41,428.1,431.96,309.66,396.12,438.77
60.75,13.68,363.71,159.24,230.08,235.4,158.22,213.89,233
62.25,13.68,162.35,73.91,97.01,105.61,68.18,91.8,100.14
63.75,13.68,65.88,31.54,37.71,43.4,27.65,36.2,39.2
65.25,13.68,26.36,13.25,15.11,17.65,11.36,14.48,15.07
66.75,13.68,11.07,5.85,6.93,7.61,5.12,6.45,6.18
68.25,13.68,5.57,3.16,4.17,4.02,2.89,3.67,3.18
69.75,13.68,4.11,2.6,3.75,3.16,2.48,3.1,2.42
71.25,13.68,5.02,3.53,5.15,3.96,3.62,4.38,3.13
72.75,13.68,9.46,7.32,10.05,7.72,7.76,9.42,6.33
74.25,13.68,22.62,18.89,23.92,19.15,20.01,23.92,16.35
75.75,13.68,57.07,49.85,58.6,49.47,51.65,60.34,44.02
77.25,13.68,131.41,117.7,130.76,115.47,118.32,135.21,106.75
78.75,13.68,258.93,237.71,252.47,231.25,231.3,259.34,221.11
80.25,13.68,421.72,405.27,412.07,389.92,383.97,421.06,384.72
81.75,13.68,573.72,595.73,574,563.46,552.78,589.21,573.15
83.25,13.68,674.81,775.72,703.31,715.85,717.32,732.6,748.92
84.75,13.68,714.51,919.6,787.14,821.57,861.39,837.3,880.13
86.25,13.68,695.46,1012.7,825.52,870.37,978.58,898.31,950.69
87.75,13.68,630.82,1051.2,826.26,867.05,1058.6,916.88,964.12
89.25,13.68,537.57,1025.5,790.6,817.1,1079.1,887.21,925.23
90.75,13.68,434.96,931.66,718.21,727.75,1017,806.46,834.06
92.25,13.68,338.43,781.2,614.46,609.14,875.25,683.5,702.02
93.75,13.68,257.28,603.75,495.4,477.66,688.38,541.05,547.09
95.25,13.68,192.59,434.34,377.63,352.34,500.11,402.82,399.12
96.75,13.68,142.71,296.31,273.37,247.92,341.12,284.39,276.54
98.25,13.68,105.74,194.77,188.67,168.39,222.68,191.79,184.63
99.75,13.68,77.85,123.83,124.8,110.66,140.69,124.55,119.91
101.25,13.68,56.1,76.05,79.11,70.23,85.99,78.11,76.24
102.75,13.68,39.58,45.78,48.29,43.66,51.13,47.59,47.69
104.25,13.68,28.33,28.1,29.4,27.66,30.77,29.18,30.36
105.75,13.68,22.44,19.25,19.61,19.52,20.52,19.77,21.53
107.25,13.68,22.04,16.84,16.46,17.47,17.35,16.92,19.38
108.75,13.68,28.83,20.67,19.26,21.75,20.55,20.18,24.14
110.25,13.68,48.45,34.81,31.03,36.81,33.54,32.9,40.68
111.75,13.68,93.23,71.04,61.34,74.95,66.89,65.31,82.42
113.25,13.68,178.93,151.2,128.64,158.38,140.16,136.42,171.54
114.75,13.68,300.25,288.48,247.13,298.94,265.57,258.97,313.61
116.25,13.68,396.15,428.45,379.06,439.15,395.83,390.63,438.39
117.75,13.68,399.72,459.23,427.83,467.82,428.74,433.97,441.48
119.25,13.68,324.26,369.86,362.85,377.25,348.01,364.25,338.81
120.75,13.68,232.66,252.52,256.36,259.28,237.18,256.19,224.24
122.25,13.68,161.22,164.88,169.87,170.7,153.91,169.9,144.14
123.75,13.68,115.19,112.65,116.18,117.7,104.2,116.68,98.02
125.25,13.68,88.35,84.26,86.6,88.87,77.58,87.35,73.52
126.75,13.68,74.28,70.12,71.99,74.47,64.49,72.75,61.61
128.25,13.68,68.53,64.69,66.23,68.71,59.52,66.84,57.34
129.75,13.68,68.07,64.77,66,68.23,59.93,66.22,58.04
131.25,13.68,70.72,68.53,69.25,71.15,63.88,68.84,62.1
132.75,13.68,75.05,74.31,74.23,75.49,70.05,72.97,67.87
134.25,13.68,79.13,79.84,79.01,78.93,76.14,76.7,72.86
135.75,13.68,80.51,82.27,81.2,79.46,79.69,77.8,74.86
137.25,13.68,78.21,80.08,79.46,76.55,78.63,75.37,73.25
138.75,13.68,72.7,74.21,74.45,71.23,73.5,70.21,68.8
140.25,13.68,65.61,66.78,68.24,65.08,66.59,64.3,63.41
141.75,13.68,59.74,60.62,63.16,60.24,60.74,59.88,59.14
143.25,13.68,56.99,57.9,60.98,58.32,58.25,58.41,57.64
144.75,13.68,56.26,56.84,60,57.62,57.3,57.95,57.31
146.25,13.68,56.91,57.01,60.03,57.94,57.52,58.34,57.92
147.75,13.68,58.32,57.45,60.22,58.73,57.88,58.67,58.87
35.25,15.72,201.01,187.45,265.38,236.46,226.62,247.09,203.91
36.75,15.72,203.07,240.63,261.26,261.95,242.89,242.55,222.51
38.25,15.72,216.68,296.58,264,292.27,265.74,241.24,252.37
39.75,15.72,241.33,376.22,267.78,333.36,291.26,248.53,281.55
41.25,15.72,279.3,446.77,266.06,370.72,320.8,254.08,322.86
42.75,15.72,348.13,509.86,269.77,418.59,324.75,278.11,371.79
44.25,15.72,416.57,529.33,287.99,442.89,319.9,294.1,384.9
45.75,15.72,477.16,496.84,305,423.44,322.88,319.33,401.76
47.25,15.72,514.48,451.56,323.69,401.19,320.9,350.03,403.77
48.75,15.72,538.6,401.5,353.46,386.19,342.15,373.57,416.38
50.25,15.72,587.2,382.13,391.86,402.49,367.67,419.41,462.5
51.75,15.72,689.3,408.88,480.34,471.53,425.49,469.28,560.22
53.25,15.72,856.45,474.56,607.11,603.32,523.41,552.63,723.46
54.75,15.72,1127.6,560.41,801.56,811.98,642.24,674.44,956.08
56.25,15.72,1515.2,627.38,1024.1,1081.9,736.22,813.17,1125.9
57.75,15.72,1779.6,547,1099.9,1092.2,702.91,850.58,1066.1
59.25,15.72,1331.2,361.55,792.88,725.65,439.04,668.34,709.82
60.75,15.72,587.2,180.7,364.91,328.64,195.47,307.43,316.98
62.25,15.72,208.77,76.61,124.85,124.44,74.33,110.16,116.35
63.75,15.72,73.73,30.26,41.28,45.14,27.1,37.63,40.64
65.25,15.72,26.5,11.45,14.19,16.25,9.75,12.98,13.83
66.75,15.72,9.41,4.13,5.28,5.77,3.52,4.63,4.67
68.25,15.72,3.54,1.57,2.32,2.22,1.36,1.86,1.74
69.75,15.72,1.73,0.84,1.42,1.15,0.73,0.97,0.82
71.25,15.72,1.51,0.84,1.45,0.99,0.86,1.05,0.75
72.75,15.72,2.86,1.94,2.94,2.04,2.14,2.83,1.6
74.25,15.72,8.77,7.03,9.43,7.01,7.84,10.08,5.78
75.75,15.72,29.38,25.71,30.91,25.13,27.57,34.09,21.8
77.25,15.72,85.86,78.67,86.48,75.87,80.33,95.56,69.4
78.75,15.72,202.19,196.14,198.68,186.14,191.13,220.13,178.83
80.25,15.72,372.3,403.04,375.51,373.42,378.65,420.8,376.36
81.75,15.72,547.55,704.09,596.53,629.97,644.45,684.35,665.06
83.25,15.72,679.6,1073.9,824.66,915.74,980.22,974.6,1010.2
84.75,15.72,759.54,1459.1,1026.3,1171.6,1362.2,1255,1345.1
86.25,15.72,774.56,1778.8,1169.3,1338.7,1745.4,1475.4,1587.9
87.75,15.72,724.24,1947.3,1227.9,1381.4,2044.5,1584.8,1691.1
89.25,15.72,619.18,1908.4,1191,1302.4,2144.4,1545.9,1638.5
90.75,15.72,489.56,1661.7,1058.8,1123.8,1965.9,1359.5,1436.4
92.25,15.72,364.32,1289.7,862.41,889.37,1565.9,1080.9,1139.4
93.75,15.72,262.9,905.23,651.46,649.05,1108.6,788.2,819.87
95.25,15.72,188.28,588.44,462.48,442.45,719.43,537.29,547.61
96.75,15.72,135.78,363.5,311.19,287.29,439.92,347.54,347.53
98.25,15.72,100.11,217.53,199.85,180.53,259.37,215.54,213.96
99.75,15.72,74.92,126.81,123.54,110.36,149.4,129.63,129.61
101.25,15.72,55.95,72.18,73.92,65.8,84.39,76.26,78.4
102.75,15.72,41.69,41.24,43.37,39.33,47.32,44.51,47.98
104.25,15.72,32.09,25.1,26.08,24.97,27.93,26.91,30.96
105.75,15.72,27.56,18.06,18.05,18.58,19.34,18.87,23.19
107.25,15.72,28.63,17.3,16.38,18.12,17.77,17.38,22.53
108.75,15.72,38.21,23.14,20.76,24.44,22.87,22.31,29.72
110.25,15.72,64.38,41.5,35.53,43.87,39.69,38.41,51.85
111.75,15.72,126.02,89.8,74.58,94.5,84.23,80.65,110.55
113.25,15.72,256.28,210.22,171.94,218.96,194.55,184.83,252.99
114.75,15.72,476.58,465.35,382.46,476.89,429.07,404.98,535.73
116.25,15.72,696.63,812.96,692.65,818.14,756.32,717.23,868.18
117.75,15.72,734.07,947.42,864.41,943.39,897.16,877.01,929.3
119.25,15.72,578.06,737.78,719.97,736.98,703.82,723.91,679.27
120.75,15.72,387.81,457.76,462.58,462.54,432.32,465.4,406.01
122.25,15.72,248.26,270.46,274.78,276.23,252.16,278.61,235.46
123.75,15.72,164.26,170.85,171.85,175.95,157.29,176.15,147.61
125.25,15.72,117.72,120.8,120.02,125.18,110.72,124.18,104.14
126.75,15.72,93.98,96.86,95.57,100.57,88.96,99.35,83.61
128.25,15.72,84.2,87.96,85.95,90.71,81.07,89.39,76.24
129.75,15.72,83.62,88.77,85.64,90.04,82.68,88.58,77.72
131.25,15.72,89.28,97.19,91.86,96.28,91.56,94.21,86.1
132.75,15.72,99.45,111.1,102.29,106.6,106.5,103.8,99.4
134.25,15.72,110.48,126.03,113.65,116.4,122.83,113.95,112.56
135.75,15.72,115.55,133.2,119.42,119.33,132.8,118.14,118.21
137.25,15.72,110.41,125.94,114.23,111.94,127.78,112,112.66
138.75,15.72,97.88,109.76,101.38,98.82,111.88,99.15,99.71
140.25,15.72,82.33,91.09,86.92,84.31,93.12,85.11,85.27
141.75,15.72,71.39,78.93,77.81,75.22,80.93,77.03,76.27
143.25,15.72,70.29,80.95,81.17,78.28,84.37,82.28,80.49
