X,Depth,R1,R2,R3,R4,R5,R6,R7
57.75,2.78,235.25,265.73,261.52,287.25,250.24,285.98,243.91
59.25,2.78,212.59,315.96,278.44,323.96,283.92,298.32,284.38
60.75,2.78,115.39,143.08,112.99,135.91,121.52,115.8,124.29
62.25,2.78,4.78,6.45,5.98,5.54,6.41,5.69,5.06
63.75,2.78,24.86,33.54,37.63,34.78,33.45,35.73,29.48
65.25,2.78,9.67,12.5,13.71,11.91,14.82,14.69,12.14
66.75,2.78,108.65,144.24,162.87,118.33,143.3,117.41,128.7
68.25,2.78,849.3,1172.8,1025.8,1055.9,1070.5,873.37,1171.4
69.75,2.78,1568.6,1607.5,1359.8,1604.5,1453.8,1337.4,1720.5
71.25,2.78,1153.1,853.82,734.9,906.31,752,729.57,923.04
72.75,2.78,352.62,253.41,229.02,273.13,219.49,214.41,269.04
74.25,2.78,115.54,102.18,102.11,106.6,99.79,95.56,103.97
75.75,2.78,59,63.03,65.05,62.53,65.46,64.82,60.86
77.25,2.78,120.25,123.78,126.27,123.65,127.61,130.28,118.67
78.75,2.78,193.93,191.86,196.47,191.49,191.78,202.65,190.77
80.25,2.78,312.84,292.03,294.45,287.81,295.85,309.57,292.33
81.75,2.78,403.56,385.56,375.49,373.87,384.08,394.6,391.89
83.25,2.78,395.47,410.18,389.01,398.31,407.73,404.16,428
84.75,2.78,325.77,359.79,349.89,354.68,357.83,356.17,386.92
86.25,2.78,372.63,411.94,398.7,407.9,420.26,412.74,435.96
87.75,2.78,354.47,380.3,368.55,375.72,379.81,376.91,385.48
89.25,2.78,280.35,271.22,270.95,272.67,283.35,282.11,272.68
90.75,2.78,155.42,149.66,150.36,149.34,146.75,151.87,148.39
92.25,2.78,156.82,163.93,161.2,160.85,163.47,160.5,162.66
93.75,2.78,164.57,167.92,174.16,171.16,173.66,171.39,171.55
95.25,2.78,183.63,185.41,195.82,189.1,195.76,192.88,188.99
96.75,2.78,135.92,142.71,149.31,142.64,148.54,147.54,142.65
98.25,2.78,174.15,177.98,177.93,178.48,181.28,182.58,186.25
99.75,2.78,158.3,153.91,153.21,154.37,157.09,161.54,163.11
101.25,2.78,107.54,104.17,104.6,104.34,108.78,109.62,109.62
102.75,2.78,103.79,96.14,94.88,97.74,98.54,96.51,99.24
104.25,2.78,113.99,96.78,93.59,98.79,96.83,93.86,104.4
105.75,2.78,147.04,120.51,110.3,122.95,116.21,120.39,134.15
107.25,2.78,203.76,241.8,211.84,237.48,225.05,226.15,239.87
108.75,2.78,49.08,76.63,77.82,73.4,78.3,74.57,71.68
110.25,2.78,36.88,32.84,37.76,33.72,35.57,36.17,31.65
111.75,2.78,582.07,474.69,546.52,484.93,514.07,540.07,499.63
113.25,2.78,19.61,13.17,14.26,13.23,13.1,16.71,14.69
114.75,2.78,10.2,18.78,14.39,19.63,14.58,11.32,19.23
116.25,2.78,103.56,86.96,101.31,86.58,102.34,100.21,87.77
117.75,2.78,66.77,56.56,58.4,54.69,57.2,59.74,54.01
119.25,2.78,44.34,42.8,42.59,41.86,43.38,43.05,41.03
120.75,2.78,37.91,39.77,37.72,39.18,38.23,37.78,38.94
122.25,2.78,49.52,50.17,47.71,49.65,48.85,47.69,49.7
123.75,2.78,109.56,105.08,106.96,104.99,104.28,104.52,104.16
125.25,2.78,172.38,182.4,187.27,185.35,188.85,185.78,183.56
126.75,2.78,38.35,41.2,39.42,40.8,41.25,40.13,41.64
128.25,2.78,29.5,30.99,30.92,29.94,29.85,30.31,29.07
129.75,2.78,34.17,32.55,33.25,31.67,32.7,31.86,30.62
131.25,2.78,29.88,29.58,29.82,29.43,29.94,29.21,28.81
132.75,2.78,31.14,31.86,32.51,32.65,33.89,33.32,34.01
134.25,2.78,66.78,71.05,72.15,72.63,73.25,74.24,76.46
135.75,2.78,204.49,210.93,208.85,208.12,213.9,206.75,212.06
137.25,2.78,107.87,106.33,104.79,103.21,105.23,104.19,101.59
138.75,2.78,41.54,40.35,39.53,39.51,38.94,39.59,37.72
140.25,2.78,81.27,79.59,80.86,80.12,79.2,81.73,81.25
141.75,2.78,115.68,114.68,115.5,115.74,114.75,114.82,118.19
143.25,2.78,82.47,80.39,80.74,80.57,80.09,80.08,81.56
144.75,2.78,81.17,80.81,81.32,81.8,80.37,82.08,82.99
146.25,2.78,168.79,162.63,170.47,171.32,169.06,174,169.45
147.75,2.78,139.62,141.26,138.76,138.13,135.67,136.01,134
149.25,2.78,159.07,163.22,161.49,161.59,157.76,156.63,161.23
150.75,2.78,188.18,186.74,192.39,189.74,185.76,183.96,183.88
152.25,2.78,218.42,212.83,221.86,218.63,215.41,219.94,216.75
153.75,2.78,201.18,207.2,203.08,207.9,203.88,202.26,208.29
155.25,2.78,330.16,336.83,337.49,339.68,334.28,332.53,334.5
156.75,2.78,405.1,369.94,398.35,367.65,392.75,413.53,375.72
158.25,2.78,301.27,323.4,299.2,311.46,301.14,291.85,298.82
159.75,2.78,251.17,293.73,256.56,283.88,268.73,234.86,262.7
161.25,2.78,255.09,278.37,268.32,272.32,268.81,241.56,245.1
162.75,2.78,401.35,437.29,422.35,436.64,417.53,387.66,414
164.25,2.78,469.22,628.77,592.17,618.08,609,532.34,581.5
165.75,2.78,636.6,812.69,844.57,796.93,845.1,775.42,752.11
167.25,2.78,879.72,897.77,1011.5,888.17,948.18,1018.9,877.5
168.75,2.78,1138,1036.6,1055.3,1024.3,1046.2,1121.1,1068.5
170.25,2.78,976.19,817.23,845.56,807.85,915.19,921.09,868.46
171.75,2.78,233.31,243.73,211.53,242.99,212.55,215.62,240.82
173.25,2.78,44.35,47.25,44.21,48.34,43.45,40.9,44.08
6.75,3.73,14.3,26.33,23.18,18.39,26.71,34.88,20.22
8.25,3.73,6.97,37.61,14.66,12.38,24.75,34.48,11.71
9.75,3.73,5.07,27.78,15.59,11.49,19.62,25.02,12.87
11.25,3.73,5.99,13.93,8.04,8.43,14.89,13.52,10.29
12.75,3.73,7.35,10.81,5.76,7.68,22.02,12.21,11.16
14.25,3.73,7.79,12.59,6.49,8.97,56.13,13.84,15.94
15.75,3.73,8.59,25.93,13.41,14.7,86.2,21.18,27.44
17.25,3.73,17.54,109.84,66.47,41.21,107.01,51.7,46.7
18.75,3.73,160.81,171.85,332.22,346.82,118.32,256.07,347.44
20.25,3.73,647.52,131.88,555.97,739.95,493.44,571.61,662.37
21.75,3.73,527.91,173.9,452.11,466.01,455.38,470.67,377.75
23.25,3.73,233.53,151.51,314.82,237.96,304.18,370.13,216.4
24.75,3.73,178.67,154.35,323.83,183.21,299.47,438.95,178.03
26.25,3.73,224.48,218.32,440.98,232,362.54,586.23,236.55
27.75,3.73,294.57,199.43,546.6,407.54,429.49,538.23,328.95
29.25,3.73,340.78,234.11,549.07,630.6,493.1,510.47,543.73
30.75,3.73,200.61,242.97,258.31,345.4,236.16,293.94,156.68
32.25,3.73,212.67,194.29,189.29,185.16,136.48,246.19,132.53
33.75,3.73,406.8,307.8,337.55,401.76,253.04,438.11,372.25
35.25,3.73,890.96,491.25,662.13,968.39,514.95,812.69,905.48
36.75,3.73,798.2,583.47,824.08,1435.9,712.45,1081.2,1109.8
38.25,3.73,749.38,825.56,743.25,1373.3,785.78,988.33,971.05
39.75,3.73,247.37,692.6,498.91,496.48,594.27,518.51,351.84
41.25,3.73,192.26,573.64,319.3,337.21,393,249.7,274.95
42.75,3.73,407.42,878.74,474.03,621.63,506.54,410.11,504.46
44.25,3.73,914.43,1466.2,1027.9,1306,1213.5,1084.6,1193.3
45.75,3.73,997.03,1497.1,881.15,1449.1,933.07,904.14,1113.7
47.25,3.73,550.24,564.31,644.31,611.37,637.33,582.06,699.85
48.75,3.73,359.13,295.3,528.2,339.63,562.53,480.11,389.93
50.25,3.73,280.3,275.69,452.46,293.82,388.12,402.37,325.17
51.75,3.73,171.7,178.99,242.76,178.33,194.97,197.02,163.43
53.25,3.73,114.57,110.55,139.23,105.24,114.72,121.51,102.9
54.75,3.73,143.94,131.09,172.52,130.24,154.32,185.92,135.2
56.25,3.73,204.48,208.26,235.03,216.06,240.74,273.71,206.83
57.75,3.73,214.26,277.26,278.31,278.39,285.22,311.52,236.43
59.25,3.73,243.97,325.99,296.55,313.41,298.69,293.18,285.6
60.75,3.73,101.75,98.27,81.64,90.09,79.79,74.31,86.17
62.25,3.73,6.96,6.83,5.62,6.36,5.72,5.75,5.82
63.75,3.73,11.74,15.43,15.95,16.83,14.97,17.59,13.86
65.25,3.73,6.1,9.01,9.69,8.78,10.61,10.76,8.15
66.75,3.73,51.57,77.35,91.45,63.88,90.26,78.26,72.44
68.25,3.73,526.8,804.93,827.23,700.59,909.92,821.52,869.04
69.75,3.73,2063.5,2420.2,2274.2,2321.3,2484,2375.1,2720.6
71.25,3.73,2906.9,2468.5,2098.3,2534.3,2243,2157.4,2695.8
72.75,3.73,1217.6,967.42,786.87,1019.8,812.17,764.64,1018.7
74.25,3.73,308.06,289.38,260.04,300.82,265.52,243.64,292.38
75.75,3.73,87.54,93.47,93.97,95.65,92.58,88.24,90.03
77.25,3.73,87.62,92.19,95.97,94.53,94.12,94.15,88.39
78.75,3.73,121.43,118.93,125.47,121.08,117.79,125.56,117.12
80.25,3.73,182.37,167.02,168.52,163.79,167.36,175.21,163.76
81.75,3.73,247.95,234.06,220.27,224.01,228.6,232.65,232.51
83.25,3.73,276.79,287.38,256.12,276.45,280.43,268.56,292.59
84.75,3.73,265.15,298.37,274.21,293.72,292.59,280.74,313.15
86.25,3.73,321.06,359.76,343.91,359.71,367.49,354.51,376.46
87.75,3.73,307.25,316.9,317.28,319.22,320.43,322.91,320
89.25,3.73,243.63,223.51,230.72,227.94,231.97,237.56,224.89
90.75,3.73,162.55,150.2,151.07,151.14,145.73,153.86,150.18
92.25,3.73,145.92,146.86,140.21,145.33,141.49,142.34,147.82
93.75,3.73,140.56,139.36,136.98,141.8,139.2,138.29,142.43
95.25,3.73,133.02,128.52,129.73,131.6,132.95,130.84,132.26
96.75,3.73,107.8,106.69,107.6,107.67,109,109.02,109.54
98.25,3.73,111.43,109.36,105.92,109.69,109.51,110.48,115.68
99.75,3.73,94.24,90,85.98,90.35,90.19,91.83,95.35
101.25,3.73,78.87,73.38,71.61,74.42,73.82,75.08,76.08
102.75,3.73,113.01,99.4,96.85,102.56,96.73,96.65,100.65
104.25,3.73,198.98,165.72,157.9,170.92,157.58,155.93,175.62
105.75,3.73,247.46,221.9,202.56,224.74,210.23,214.46,243.72
107.25,3.73,157.33,203.54,184.51,198.09,197.21,193.94,205.05
108.75,3.73,31.22,48.61,51.07,46.55,52.66,49.97,45.26
110.25,3.73,38.85,37.92,43.92,37.9,43.64,43.34,35.34
111.75,3.73,381.06,356.12,415.91,354.2,418.01,423.78,352.81
113.25,3.73,57.27,50.12,51.82,49.98,51.3,58.16,54.72
114.75,3.73,22.17,35.23,29.58,36.15,29.79,26.65,37.68
116.25,3.73,66.57,65.98,72.34,65.84,72.4,70.58,66.95
117.75,3.73,55.63,48.3,51.19,47.29,50.24,51.94,46.06
119.25,3.73,43.97,40.11,41.57,39.29,42.02,42.25,38.02
120.75,3.73,40.31,39.28,38.77,38.36,38.97,39.03,38.08
122.25,3.73,59.36,57.17,55.77,55.99,57.04,55.32,57.18
123.75,3.73,117.28,113.63,114.25,112.23,113.19,111.11,114.54
125.25,3.73,169.13,180.35,180.2,179.59,185.51,178.11,183.71
126.75,3.73,71.11,79.84,75.71,78.19,81.03,77.33,82.08
128.25,3.73,44.15,49.15,47.26,47.53,49.03,47.84,48.91
129.75,3.73,41.14,43.95,43.01,42.72,45.24,42.96,43.84
131.25,3.73,43.98,48.55,47.5,48.68,50.56,48.08,50.36
132.75,3.73,57.64,62.69,63.4,64.35,68.03,65.51,68.57
134.25,3.73,111.7,119.95,122.38,121.89,125.45,125.65,129.78
135.75,3.73,226.85,233.44,231.8,229.09,236.98,230.36,234.58
137.25,3.73,143.09,142.52,139.27,137.25,141.1,138.33,135.2
138.75,3.73,73.54,72.44,70.7,70.75,71.05,71.22,68.49
140.25,3.73,81.57,82.83,82.87,83.32,83.01,84.12,84.45
141.75,3.73,97.01,98.78,99.63,100.52,100.78,100.5,103.99
143.25,3.73,86.89,86.17,87.68,88.23,88.53,88.96,90.88
144.75,3.73,82.58,80.81,83,84.01,82.66,85.77,86.36
146.25,3.73,116.04,109.11,115.4,114.99,114.36,119.65,114.6
147.75,3.73,106.47,106.62,105.59,105.08,103.02,105.47,102.91
149.25,3.73,109.36,111.26,108.73,109.83,107.04,106.31,108.67
150.75,3.73,131.09,128.49,130.06,129.6,126.87,126.55,127.52
152.25,3.73,153.41,149.69,153.42,153.55,148.96,152.43,152.79
153.75,3.73,169.93,175.02,172.64,177.8,172.31,173.18,179.72
155.25,3.73,276.26,269.2,276.54,274.35,272.43,276.45,273.79
156.75,3.73,364.73,318.6,349.9,319.11,339.92,364.56,326.31
158.25,3.73,259.31,272.9,261.29,263.79,258.2,261.21,257.08
159.75,3.73,182.63,232.83,202.07,221.72,211.39,190.6,203.72
161.25,3.73,147.9,205.37,184.4,193.2,192.81,166.17,166.18
162.75,3.73,197.37,300.45,270.43,282.19,282.87,240.47,243.72
164.25,3.73,265.77,444.08,410.38,414.89,429.54,362.6,361.08
165.75,3.73,457.73,619.01,651.43,587.2,643.96,613.5,538.94
167.25,3.73,721.14,732.89,806.69,712.83,776.89,842.71,716.21
168.75,3.73,673.35,614.26,609.96,601.53,628.12,661.47,636.85
170.25,3.73,513.07,461.38,451.55,454.19,492.06,492.19,485.13
171.75,3.73,104.02,108.27,97.18,107.43,97.95,97.58,103.53
9.75,4.78,12.36,49.29,25.04,26.6,42.36,50.82,27
11.25,4.78,8.82,34.44,16.38,20.01,40.47,34.73,22.25
12.75,4.78,8.69,29.91,13.79,18.35,50.58,30.82,22.92
14.25,4.78,9.42,34.12,16.18,20.09,86.81,32.2,28.71
15.75,4.78,12,55.71,28.41,28.89,122.14,43,41.96
17.25,4.78,25.85,137.68,90.75,68.9,153.53,84.56,81.15
18.75,4.78,115.36,204.95,320.05,290.16,205.69,254.78,317.87
20.25,4.78,375.92,186.95,605.69,615.43,499.05,541.28,695.14
21.75,4.78,447.92,200.89,650.74,548.23,605.89,624.75,672.52
23.25,4.78,312.77,203.16,553.74,372.07,540.2,611.56,510.07
24.75,4.78,237.03,229.55,508.62,282.77,522.54,660.79,436.94
26.25,4.78,213.72,257.84,503.46,261.09,473.49,733.85,452.17
27.75,4.78,211.41,204.1,457.17,293.48,353.59,584.06,419.82
29.25,4.78,208.38,191.62,349.27,318.67,268.14,404,372.34
30.75,4.78,189.9,187.37,231.33,222.9,172.12,261.19,154.43
32.25,4.78,256.14,171.8,214.83,174.33,144.09,222.91,143.06
33.75,4.78,450.8,217.79,312.08,300.52,227.94,309.55,300.4
35.25,4.78,868.57,305.43,502.64,612.63,394.3,511,654.29
36.75,4.78,729.43,420.18,631.98,948.7,565.39,683.11,911.61
38.25,4.78,577.83,561.29,575.61,898.56,660.13,676.05,829.69
39.75,4.78,251.94,609.5,458.68,487,573.61,496.62,418.58
41.25,4.78,226.24,672.14,404.25,430.53,502.42,365.23,375.51
42.75,4.78,448.14,988.9,562.51,718.04,619.34,551.65,621.29
44.25,4.78,863.16,1319.1,877.93,1176.1,1023.4,960.17,1108.8
45.75,4.78,1047.3,1254.4,864.76,1284.1,982.82,937.09,1216.5
47.25,4.78,725.62,651.25,708.56,748.88,770.27,712.81,932.99
48.75,4.78,478.88,390.5,586.41,467.01,654.24,565.34,589.96
50.25,4.78,287.24,299.83,432.64,333.31,406.65,408.27,380.75
51.75,4.78,140.02,165.64,207.89,169.71,176.85,176.28,151.55
53.25,4.78,78.46,91.84,104.34,86.67,92.42,94.52,77.83
54.75,4.78,82.61,96.3,104.69,89.49,106.37,116.23,87.5
56.25,4.78,130.79,165.91,162.65,154.85,191.25,194.05,145.95
57.75,4.78,220.33,290.24,274.91,260.54,314.88,303.31,236.33
59.25,4.78,338.94,344.65,320.93,304.76,322.59,294.38,310.34
60.75,4.78,169.23,105.51,88.99,95.56,80.16,76.72,99.14
62.25,4.78,24.22,14.29,10.4,14.4,9.86,10.94,13.5
63.75,4.78,13.43,13.91,11.56,15.91,11.94,15.01,13.1
65.25,4.78,8.31,11.38,10.34,11.42,11.94,12.79,9.89
66.75,4.78,29.55,44.01,46.38,38.55,51.69,48.88,40.48
68.25,4.78,195.1,289.26,309.94,256.21,346.51,336.08,300.1
69.75,4.78,963.6,1211,1254.6,1134,1359.1,1359,1310.1
71.25,4.78,2369.3,2369.2,2158.5,2325.8,2332.9,2285.9,2501.2
72.75,4.78,1891.6,1774.1,1443.2,1789.1,1556.3,1448.1,1811.9
74.25,4.78,694.25,722.28,608.28,733.11,650.92,579.68,717.68
75.75,4.78,216.41,242.95,232.65,249.13,234.11,214.22,234.97
77.25,4.78,137.66,151.44,157.62,156.67,152.89,147.43,146.65
78.75,4.78,136.96,139.12,148.52,142.95,138.52,142.02,136.43
80.25,4.78,163.63,153.21,156.6,151.77,153.39,156.11,149.31
81.75,4.78,198.18,186.47,175.7,180.11,181.02,180.16,182.95
83.25,4.78,214.47,216.53,191.15,210.51,210.6,196.6,215.31
84.75,4.78,207.44,226.43,205.36,225.47,222.36,207.85,228.75
86.25,4.78,239.42,262.8,253.35,267.05,269.6,256.66,266.37
87.75,4.78,233.54,234.06,241.87,240.23,239.28,242.52,231.82
89.25,4.78,195.85,176.89,187.25,182.13,182.02,189.54,175.67
90.75,4.78,154.53,141.18,142.19,142.68,136.08,144.88,140.21
92.25,4.78,139.52,135.91,127.19,135.36,127.61,131.08,136.98
93.75,4.78,132.6,126.86,118.76,128.71,121.9,122.98,129.27
95.25,4.78,121.32,110.91,106.96,113.7,110.48,110.85,114.86
96.75,4.78,102.56,93.72,91.61,95.54,92.83,95.01,97.85
98.25,4.78,94.75,85.97,82.38,87.08,83.71,86.46,90.68
99.75,4.78,86.53,76.99,73.52,78.24,74.49,77.27,79.79
101.25,4.78,97.41,85.25,84.16,87.82,81.93,85.12,85.58
102.75,4.78,163.08,140.36,140.74,146.39,131.55,134.86,137.85
104.25,4.78,263.5,230.99,228.98,239.05,216.71,217.57,233.74
105.75,4.78,229.49,228.58,218.48,230.28,219.19,219.05,238.02
107.25,4.78,85.23,109.61,105.84,107.01,111.19,107.45,109.11
108.75,4.78,22.17,29.17,31.2,28.3,32.59,31.19,27.71
110.25,4.78,37.6,35.2,39.23,34.88,41.06,40.37,33.61
111.75,4.78,238.59,220.92,243.76,216.01,265.45,259.34,218.24
113.25,4.78,121.94,116.22,113.34,114.92,120.04,126.43,126.19
114.75,4.78,63.5,85.39,74.67,86.31,76.7,73.7,92.59
116.25,4.78,85.11,94.69,95.62,95.08,95.66,93.92,96.76
117.75,4.78,74.91,70.4,73.78,70.03,72.26,73.97,67.64
119.25,4.78,60.06,54.1,57.63,53.59,57,58.12,51.17
120.75,4.78,54.14,49.4,51.22,48.57,50.23,51.2,47.61
122.25,4.78,69.31,63.43,63.89,61.94,64.43,62.81,63.4
123.75,4.78,108.29,103.8,103.51,101.58,103.68,100.31,105.44
125.25,4.78,145.1,152.17,148.73,149.29,155.27,146.35,156.59
126.75,4.78,103.4,115.27,109.03,112.2,117.65,110.9,119.99
128.25,4.78,77.89,87.09,82.25,84.5,88.38,84.45,90.14
129.75,4.78,71.36,80.06,76.52,78.43,82.96,78.33,83.66
131.25,4.78,77.28,88.95,85.56,89.67,92.58,87.91,95.76
132.75,4.78,96.92,107.57,108.09,110.42,116.03,111.37,118.8
134.25,4.78,146.96,156.89,160.81,158.64,163.52,163.57,168.76
135.75,4.78,211.51,217.01,217.05,212.11,219.19,215.08,216.88
137.25,4.78,160.88,161.64,158.38,155.1,160.32,156.47,153.15
138.75,4.78,110.11,110.47,107.85,107.37,109.8,107.9,104.85
140.25,4.78,104.28,108.91,107.84,108.75,110.38,108.95,109.72
141.75,4.78,111.04,116.13,116.68,117.94,120.43,118.29,121.75
143.25,4.78,106.32,108.67,110.75,111.58,113.94,113.49,115.16
144.75,4.78,100.64,99.38,101.92,102.78,103.22,106.18,105.91
146.25,4.78,108.46,102.99,106.88,105.38,107.47,111.48,106.15
147.75,4.78,102,102.48,100.41,99.71,99.72,102.03,98.97
149.25,4.78,103.01,105.21,100.08,101.82,101.09,99.76,101.19
150.75,4.78,118.02,116.89,113.88,115.29,114.39,113.1,114.94
152.25,4.78,134.09,133.02,131.59,134.36,130.64,132.14,134.97
153.75,4.78,155.93,159.31,156.66,162.22,157.21,158.85,165.18
155.25,4.78,230.69,216.1,224.18,221.85,221.25,228.27,225.06
156.75,4.78,299.57,253.54,278.67,257.24,269.23,291.36,264.48
158.25,4.78,247.72,243.79,243.07,240.61,237.21,250.11,240.86
159.75,4.78,193.34,230.67,209.37,223.29,215.75,208.94,213.35
161.25,4.78,162.08,220.79,200.68,209.86,211.48,194.41,190.13
162.75,4.78,187.59,282.49,259.76,265.7,273.92,248.8,238.69
164.25,4.78,229.52,340.58,326.92,319.34,340.03,313.8,290.24
165.75,4.78,318.59,366.91,384.49,350.27,380.68,385.76,335.52
167.25,4.78,394.37,369.09,389.83,360.25,385.66,413.74,369.64
168.75,4.78,233.53,214.51,207.65,210.73,218.92,222.04,220.89
12.75,5.93,13.99,68.66,32.32,42.15,85.6,69.94,44.62
14.25,5.93,15.29,74.23,36.34,42.04,122.84,66.1,50.16
15.75,5.93,18.96,97.49,51.4,51.9,153.43,76.27,63.59
17.25,5.93,34.38,165.89,110.23,94.13,194.22,116.63,109.47
18.75,5.93,86.47,231.72,262.69,225.7,266.23,229.71,254.88
20.25,5.93,217.65,249.1,509.76,433.31,477.17,441.43,532.3
21.75,5.93,314.87,267.25,667.55,488.94,632.83,592.49,699.59
23.25,5.93,301.17,290.86,668.38,421.85,663.99,640.39,699.62
24.75,5.93,260.33,322.77,591.9,337.63,634.06,639.33,644.74
26.25,5.93,220.64,314.69,489.32,266.41,497.57,601.89,581.73
27.75,5.93,192.73,237.36,369.5,221.66,313.16,446.73,443.88
29.25,5.93,180.6,188.83,253.5,190.84,202.01,291.48,299.35
30.75,5.93,191.47,163.83,186,151.05,145.73,195.75,163.02
32.25,5.93,255.34,144.78,172.71,136.93,131.34,158.12,147.5
33.75,5.93,384.02,148.5,203.03,185.88,170.89,176.17,223.11
35.25,5.93,611.49,170.43,263.27,299.23,239.49,243.4,381.65
36.75,5.93,489.22,222.9,329.1,444.25,318.09,315.21,523.52
38.25,5.93,380.77,292.17,334.29,450.81,388.01,349.45,513.44
39.75,5.93,223.57,370.29,332.21,341.25,401.27,347.59,346.04
41.25,5.93,226.2,470.17,359.82,359.18,429.9,349.63,348.03
42.75,5.93,398.65,664.66,478.45,544.41,516.4,504.09,521.04
44.25,5.93,666.55,819.66,624,775.78,690.59,690.48,790.33
45.75,5.93,826.72,790.5,634.63,846.52,720.86,704.73,931.12
47.25,5.93,669.5,541.62,546.5,635.27,622.76,596.48,812.72
48.75,5.93,451.57,366.12,436.05,437,513.52,460.47,555.51
50.25,5.93,245.26,254.8,291.95,285.03,303.67,304.54,320.26
51.75,5.93,117.58,142.83,147.82,146.54,137.64,136.07,131.53
53.25,5.93,65.68,86.19,77.16,79.83,77.77,74.52,69.87
54.75,5.93,66.33,91.34,75.51,79.52,89.66,85.43,77.61
56.25,5.93,115.74,164.8,131.77,140.37,175.92,155.19,135.98
57.75,5.93,253.24,313.76,266.01,258.68,338.8,288.52,256.58
59.25,5.93,467.58,376.81,339.52,315.46,352.14,312.86,360.39
60.75,5.93,312.21,150.93,123.4,137.97,109.79,111.28,155.37
62.25,5.93,76.22,36.82,24.67,38.54,23.32,27.19,37.78
63.75,5.93,24.11,19.36,12.96,22.07,14.23,17.75,18.85
65.25,5.93,11.92,14.2,10.6,14.48,12.96,14.19,12.17
66.75,5.93,18.46,26.51,24.24,24.24,29.26,28.86,23.14
68.25,5.93,69.12,98.78,101.51,89.83,114.37,113.43,95.44
69.75,5.93,290.98,367.78,386.8,344.89,412.6,417.68,369.68
71.25,5.93,841.07,931.6,911.71,894.1,967.7,964.5,931.13
72.75,5.93,1205.3,1287.2,1125.5,1254.8,1214.2,1148.6,1264.6
74.25,5.93,852.85,968.83,831.07,955.06,902.94,808.8,940.75
75.75,5.93,431.61,509.23,478.68,512.18,493.6,445.01,490.63
77.25,5.93,270.66,306.9,318.02,314.54,309.92,291.74,298.83
78.75,5.93,227.56,237.65,255.64,243.81,239.22,236.17,233.67
80.25,5.93,223.93,213.46,224.35,214.68,215.04,213,209.53
81.75,5.93,229.89,212.3,208.9,210.39,207.56,203.46,209.12
83.25,5.93,220.92,209.56,194.73,209.38,204.92,191.41,207.1
84.75,5.93,194.64,195.31,184.53,199.14,193.03,180.5,192.75
86.25,5.93,195.19,199.84,199.39,207.05,205.34,195.79,196.61
87.75,5.93,187.01,180.71,192.02,187.97,185.75,188.09,174.72
89.25,5.93,165.17,149.66,160.99,154.4,152.89,159.33,145.37
90.75,5.93,145.02,133.81,135.8,134.99,129.13,136.44,130.26
92.25,5.93,136.34,131.2,123.39,130.61,122.4,126.15,130.12
93.75,5.93,133.24,124.9,115.89,125.84,117.71,119.6,125.3
95.25,5.93,126.1,111.29,106.6,113.57,107.94,110.09,114
96.75,5.93,113.12,97.15,95.69,99.51,94.14,98.36,100.69
98.25,5.93,105.66,89.16,88.19,91.29,85.17,90.11,92.06
99.75,5.93,106.08,88.69,88.68,91.28,83.99,88.89,88.9
101.25,5.93,128.09,109.13,112.73,113.31,103.11,108.18,105.98
102.75,5.93,180.17,160.02,168.33,166.89,150.25,154.67,152.38
104.25,5.93,203.61,194.67,202.54,200.57,186.22,185.95,187.74
105.75,5.93,124.63,134.82,136.51,135.5,133.53,130.69,132.51
107.25,5.93,41.86,50.36,51.31,49.81,52.6,50.67,49.05
108.75,5.93,17.42,18.53,19.96,18.46,20.64,20.21,18.09
110.25,5.93,33.73,28.11,30,28.3,31.78,31.7,28.15
111.75,5.93,144.49,118.63,121.54,118.03,134.39,132.69,122.81
113.25,5.93,173.21,158.35,147.06,158.5,159.18,162.79,173.85
114.75,5.93,140.52,162.81,143.41,165.06,149.17,147.57,177.27
116.25,5.93,138.21,155.46,149.04,157.65,149.38,148.59,159.49
117.75,5.93,112.85,111.86,114.36,112.92,111.47,114.02,108.18
119.25,5.93,84.44,77.1,82.33,77.5,79.59,82.17,72.86
120.75,5.93,69.26,61.17,65.07,61.02,62.12,64.4,58.35
122.25,5.93,72.53,63.58,65.64,62.64,64.48,64.06,62.58
123.75,5.93,90.34,83.29,83.39,81.82,82.76,80.68,83.75
125.25,5.93,111.43,110.38,107.63,108.6,111.12,105.51,113.05
126.75,5.93,107.32,112.06,107.36,110.3,113.48,108.19,116.58
128.25,5.93,100.34,105.92,101,104.59,107,103.36,111.13
129.75,5.93,98.06,105.83,101.78,105.67,108.22,104.38,112.54
131.25,5.93,104.83,116.07,112.66,118.57,118.56,115.33,126.05
132.75,5.93,120.66,129.7,131.16,133.91,136.22,133.33,142.09
134.25,5.93,149.37,155.16,160.47,157.11,158.68,160.53,164.19
135.75,5.93,173.74,176.36,178.99,172.75,176.22,175.36,174.7
137.25,5.93,151.77,152.55,151.77,146.75,151.04,147.93,144.55
138.75,5.93,126.55,127.97,126.37,124.1,127.71,124.06,121.29
140.25,5.93,119.17,125.27,124.42,124.06,127.31,123.28,124.03
141.75,5.93,121.54,128.33,129.03,129.21,133.29,129,131.77
143.25,5.93,118.55,123.66,125.79,125.74,129.88,127.52,128.6
144.75,5.93,114.16,115.2,117,116.83,119.71,120.56,119.85
146.25,5.93,111.78,109.59,110.87,108.62,113.23,114.77,110.26
147.75,5.93,105.3,107.76,103.77,102.96,105.36,106.11,103.53
